Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
11/19/1990,-0.00906756,-0.005429343,-0.006390168,,7/22/1991,-0.014634218,-0.009815853,-0.008599695
11/26/1990,0.012746659,0.028528996,0.022344477,,7/29/1991,0.011293435,0.026004131,0.01627407
12/3/1990,0.011826031,0.033947946,0.017016577,,8/5/1991,-0.003351982,0.005207185,-0.000154974
Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
8/12/1991,-0.009449732,0.008150622,-0.003986049,,4/13/1992,0.033558503,0.012873794,0.028648967
8/19/1991,0.024044678,0.016623078,0.022033661,,4/20/1992,-0.012554342,-0.032491882,-0.017017403
8/26/1991,0.001101309,0.008827455,0.003191441,,4/27/1992,0.003483203,0.009122327,0.0085449
9/2/1991,-0.010559636,-0.016765832,-0.016137367,,5/4/1992,0.009932168,0.013094087,0.008496489
9/9/1991,-0.008650565,-0.000444986,-0.014262132,,5/11/1992,-0.004849338,-0.019531934,-0.014428778
9/16/1991,0.011170969,0.020079187,0.011224903,,5/18/1992,0.010000217,0.010166958,0.009537617
9/23/1991,-0.004378214,-0.005153761,-0.005220913,,5/25/1992,0.002977685,0.008596427,0.003207297
9/30/1991,-0.014839921,-0.007809465,-0.012122925,,6/1/1992,0.000529769,0.00020499,-0.00451238
10/7/1991,0.007373726,-0.002597598,0.000524484,,6/8/1992,-0.013120103,-0.027552672,-0.009037525
10/14/1991,0.030846397,0.037529875,0.028556725,,6/15/1992,-0.020784507,-0.027268282,-0.014973902
10/21/1991,-0.023752893,-0.025884209,-0.021373256,,6/22/1992,-0.000913548,-0.011542331,-0.000545151
10/28/1991,0.016970506,0.029644007,0.018362376,,6/29/1992,0.014487572,0.027917739,0.02041232
11/4/1991,-0.003516894,0.013131425,0.004004055,,7/6/1992,9.01E-05,0.007868161,0.006897512
11/11/1991,-0.034207123,-0.031113323,-0.026487396,,7/13/1992,0.000300201,0.004779038,0.002408943
11/18/1991,-0.013845742,-0.009132573,-0.017080862,,7/20/1992,-0.013872994,-0.008643492,-0.009719351
11/25/1991,-0.002777121,-0.004874525,-0.002448931,,7/27/1992,0.032370548,0.026553376,0.030176576
12/2/1991,-0.002864529,0.023392811,0.010287515,,8/3/1992,-0.01831752,-0.01228183,-0.0126441
12/9/1991,0.009640261,0.00854078,0.014065727,,8/10/1992,-0.000990842,-0.000976523,0.002455917
12/16/1991,0.00687998,-0.009548145,0.006662305,,8/17/1992,-0.02272612,-0.016677575,-0.012123389
12/23/1991,0.055362062,0.0543953,0.048957431,,8/24/1992,0.004140031,-0.000248415,-2.41E-05
12/30/1991,0.03172713,0.046522428,0.031196536,,8/31/1992,0.004366693,0.017379512,0.005385125
1/6/1992,-0.000624902,0.038155805,-0.010162568,,9/7/1992,0.007225743,0.016551042,0.005976161
1/13/1992,0.020265215,0.017947388,0.00901723,,9/14/1992,0.006452847,0.010425534,0.007952484
1/20/1992,-0.009911113,-0.003467732,-0.008102195,,9/21/1992,-0.023353768,-0.020441042,-0.020495622
1/27/1992,-0.002911977,-0.007181342,-0.016257393,,9/28/1992,-0.015408992,-0.00969691,-0.009408195
2/3/1992,0.00062027,0.023488109,0.005635047,,10/5/1992,-0.020198881,-0.001943677,-0.019210304
2/10/1992,0.006366526,0.00232815,0.003375588,,10/12/1992,0.011979165,0.020969722,0.022275278
2/17/1992,0.010480912,-0.010551509,-0.002548867,,10/19/1992,0.010404417,0.024901497,0.005739684
2/24/1992,-0.003818023,0.005889682,0.003082087,,10/26/1992,0.00581296,0.013089903,0.010999383
3/2/1992,-0.014208198,-0.028046786,-0.020217567,,11/2/1992,0.004268239,0.019067876,-0.002630777
3/9/1992,0.004428905,0.004325372,0.003455584,,11/9/1992,-0.002193725,0.032443501,0.011547624
3/16/1992,0.012438163,0.009107849,0.013363863,,11/16/1992,-0.00173367,0.00850165,0.009940255
3/23/1992,-0.013829779,-0.031916206,-0.019146358,,11/23/1992,0.016837085,0.010665015,0.008193251
3/30/1992,0.005462616,-0.024543324,-0.004844459,,11/30/1992,0.001978421,0.018473683,0.004407221
4/6/1992,0.001937061,-0.009827663,0.006800436,,12/7/1992,0.004671816,-0.008820525,0.003857783
Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
12/14/1992,0.002780535,0.008351857,0.017257346,,8/16/1993,0.012757097,0.017527134,0.013284955
12/21/1992,0.00388581,0.006917042,-0.003427754,,8/23/1993,0.00693209,0.004245633,0.0095561
12/28/1992,-0.007571689,0.016487951,-0.009274974,,8/30/1993,-0.001842023,0.021082093,0.001735556
1/4/1993,-0.015080887,0.000384017,-0.015403429,,9/6/1993,-0.00339052,-0.007228882,0.000823359
1/11/1993,0.005948428,0.029019181,0.018702938,,9/13/1993,-0.002316524,-0.005658808,-0.006278906
1/18/1993,-0.004381216,0.006405577,-0.002381901,,9/20/1993,-0.019602742,0.019455294,-0.002618734
1/25/1993,0.016203056,-0.007568121,0.006103676,,9/27/1993,0.010667935,0.011305304,0.007944223
2/1/1993,0.039133589,0.006641242,0.022868812,,10/4/1993,0.001013106,0.001361755,-0.002105061
2/8/1993,-0.01453532,-0.015005459,-0.009736971,,10/11/1993,0.012472316,0.029840601,0.019768127
2/15/1993,-0.020925285,-0.039779263,-0.023578667,,10/18/1993,0.005377122,-0.018896774,-0.013358285
2/22/1993,0.014531916,0.010731731,0.020875881,,10/25/1993,0.008537708,0.008479782,0.009794941
3/1/1993,0.009968518,0.015679134,0.006138323,,11/1/1993,-0.010147562,-0.021099852,-0.017813669
3/8/1993,0.006802904,0.01660706,0.00830418,,11/8/1993,0.011209304,0.021176842,0.012584511
3/15/1993,0.012685334,-0.014627753,0.000777783,,11/15/1993,0.00257776,-0.03627071,-0.006013033
3/22/1993,-0.009144193,-0.001729866,-0.005345449,,11/22/1993,-0.002727059,0.004394499,0.000993868
3/29/1993,-0.020312563,-0.01730114,-0.014373166,,11/29/1993,0.005446701,0.022723904,0.00394422
4/5/1993,0.007586506,-0.005268702,0.001018944,,12/6/1993,0.009832485,-0.014977815,-0.002067187
4/12/1993,0.023893224,0.000675131,0.015941436,,12/13/1993,0.002909718,-0.001986895,0.0052671
4/19/1993,-0.018815561,-0.012632403,-0.026887413,,12/20/1993,0.001637946,-0.000698277,0.002141879
4/26/1993,0.004028476,0.004561217,0.007204616,,12/27/1993,-0.000966447,0.023576443,-0.001991783
5/3/1993,0.002808525,0.029819196,0.004804533,,1/3/1994,0.017606042,0.007873166,0.007369034
5/10/1993,0.001691832,-0.007467953,-0.006236767,,1/10/1994,0.01207874,0.01189666,0.010605427
5/17/1993,0.014366227,0.026149453,0.014185912,,1/17/1994,0.012151775,0.002483354,-0.000400162
5/24/1993,0.009857223,0.008947524,0.009709586,,1/24/1994,0.007875437,0.002828749,0.008348963
5/31/1993,0.00500808,0.00211043,-0.000288818,,1/31/1994,-0.018936585,-0.024464147,-0.018745768
6/7/1993,-0.011384245,-0.012643528,-0.006240799,,2/7/1994,0.006015858,0.005273721,0.000787232
6/14/1993,-0.002925805,-0.005206878,-0.008036537,,2/14/1994,-0.001881224,0.009501754,-0.005309898
6/21/1993,-0.001110884,0.007541167,0.008796424,,2/21/1994,-0.012601363,-0.006447753,-0.003469835
6/28/1993,-0.001984248,0.013835699,-0.003939856,,2/28/1994,-0.001689457,0.008600485,-0.002857765
7/5/1993,0.010589658,0.001871954,0.00507857,,3/7/1994,0.00790125,-0.001709101,0.003651311
7/12/1993,0.002051248,-0.008651559,-0.005280448,,3/14/1994,0.008494113,0.018492403,0.009856071
7/19/1993,0.005215524,0.000728601,0.00302404,,3/21/1994,-0.031531669,-0.025804933,-0.022498934
7/26/1993,-0.002051879,0.006349078,0.002301083,,3/28/1994,-0.037455687,-0.052392264,-0.032683437
8/2/1993,0.005904315,0.01880881,0.001226543,,4/4/1994,0.01047859,0.007036761,0.002979197
8/9/1993,0.002586219,0.000250627,0.003248756,,4/11/1994,-0.003487056,-0.028091956,-0.002059854
Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
4/18/1994,-0.003499258,-0.00745934,0.003244567,,12/19/1994,0.006868577,0.017835519,0.002242469
4/25/1994,0.00900643,0.015490599,0.007300762,,12/26/1994,0.000263439,0.013077883,-0.001218579
5/2/1994,-0.003316457,-0.001336391,-0.00687639,,1/2/1995,0.008561624,-0.00302337,0.003065395
5/9/1994,-0.00267972,-0.021990433,-0.00825152,,1/9/1995,0.010558415,0.016496682,0.011417613
5/16/1994,0.028730695,0.013549519,0.023981746,,1/16/1995,-0.010036233,-0.000144317,-0.002557083
5/23/1994,-0.002448388,0.008822946,0.005283595,,1/23/1995,-0.002960872,-0.004128997,0.011997997
5/30/1994,0.004005679,0.012524548,0.006103867,,1/30/1995,0.018146963,0.017179107,0.017407459
6/6/1994,0.000326009,-0.011011678,-0.003178044,,2/6/1995,0.002651389,0.023514828,0.005853507
6/13/1994,0.000882113,-0.006695876,-0.000479765,,2/13/1995,0.003666718,-0.004387001,0.001058738
6/20/1994,-0.03772915,-0.049984404,-0.034733087,,2/20/1995,0.01461367,0.005209031,0.012658886
6/27/1994,0.002666259,0.018649156,0.007649135,,2/27/1995,-0.005531551,0.009698933,-0.005526237
7/4/1994,0.016991104,0.000862677,0.007479747,,3/6/1995,0.011463985,0.004284793,0.008512947
7/11/1994,0.011971325,0.019457176,0.010202512,,3/13/1995,0.009381885,0.007587564,0.012080225
7/18/1994,-0.005012801,-0.006508871,-0.002314679,,3/20/1995,0.015835082,0.012698412,0.010938527
7/25/1994,0.007856512,0.007617256,0.011301842,,3/27/1995,0.004585156,-0.001772698,-0.000519148
8/1/1994,-0.004654188,-0.004844426,-0.002556431,,4/3/1995,0.008366247,-0.003088451,0.011339317
8/8/1994,0.005771895,0.017845307,0.010554718,,4/10/1995,0.003704427,0.021793719,0.005533412
8/15/1994,-0.00361515,0.014681016,0.003759627,,4/17/1995,0.014604576,-0.011110704,-0.001454273
8/22/1994,0.032988141,0.027250813,0.021590622,,4/24/1995,0.011914477,0.024638084,0.012158148
8/29/1994,0.001166537,-0.004874658,-0.005948425,,5/1/1995,0.005108084,-0.000533272,0.010455867
9/5/1994,-0.00277564,0.005909562,-0.005984019,,5/8/1995,0.019868571,0.018103571,0.010385766
9/12/1994,0.01499486,0.018396504,0.006408592,,5/15/1995,-0.020345229,0.006533208,-0.012175402
9/19/1994,-0.026169887,-0.026640042,-0.024752545,,5/22/1995,0.006353379,0.008408043,0.008553659
9/26/1994,0.002981118,0.00897651,0.006591619,,5/29/1995,0.017108508,0.001260833,0.016778127
10/3/1994,-0.011978231,-0.018927368,-0.0165833,,6/5/1995,-0.004600601,0.012985682,-0.008619051
10/10/1994,0.02933306,0.022571219,0.03029879,,6/12/1995,0.019430256,0.027073168,0.022271662
10/17/1994,-0.004914259,-0.002218672,-0.009015127,,6/19/1995,0.016500948,0.032717011,0.0181366
10/24/1994,0.010064024,0.013973382,0.018921098,,6/26/1995,-0.006506245,-0.005789607,-0.009063933
10/31/1994,-0.031829265,-0.013059206,-0.024551183,,7/3/1995,0.031676171,0.038161216,0.021106558
11/7/1994,-0.001590237,-0.005182608,0.000151427,,7/10/1995,0.001294122,0.030036443,0.006306831
11/14/1994,0.003620991,0.003340329,-0.001905144,,7/17/1995,-0.014388988,-0.038309714,-0.011261841
11/21/1994,-0.028443351,-0.029394513,-0.020093462,,7/24/1995,0.015808706,0.04424606,0.016676752
11/28/1994,0.010021723,0.003361257,0.002230545,,7/31/1995,-0.006819881,-0.014216043,-0.007113138
12/5/1994,-0.014659934,-0.035480211,-0.014085046,,8/7/1995,-0.014010515,0.013051466,-0.006875871
12/12/1994,0.030964114,0.013838879,0.026145274,,8/14/1995,-0.000151519,0.026699215,0.007358848
Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
8/21/1995,-0.003514527,-0.011027591,0.001590184,,4/22/1996,0.005855889,0.041449236,0.012922507
8/28/1995,0.009977472,-0.000490331,0.006655275,,4/29/1996,-0.016288661,-0.001931309,-0.018269535
9/4/1995,0.011377678,0.039014381,0.015556513,,5/6/1996,0.007295364,0.01521378,0.016170809
9/11/1995,0.020393769,-0.008460025,0.018460224,,5/13/1996,0.030229912,0.03200744,0.025466851
9/18/1995,-0.006990386,0.002176337,-0.00278092,,5/20/1996,0.013163071,0.004755675,0.014249751
9/25/1995,0.005219226,-0.009394732,0.004596357,,5/27/1996,-0.020986088,-0.003508307,-0.013935824
10/2/1995,-0.004157678,-0.030650743,-0.003290744,,6/3/1996,0.009511237,-0.011054697,0.006242436
10/9/1995,0.005138535,0.00624506,0.00344478,,6/10/1996,-0.008400775,-0.013573981,-0.011141461
10/16/1995,0.000225283,0.020555581,0.005051415,,6/17/1996,0.009825065,-0.03160256,0.001485794
10/23/1995,-0.011138216,-0.013539614,-0.013297447,,6/24/1996,-0.008908637,0.008117174,0.005667399
10/30/1995,0.01752256,0.038365256,0.018577435,,7/1/1996,-0.011828139,-0.022763111,-0.019864068
11/6/1995,0.009241108,-0.001681159,0.003633879,,7/8/1996,-0.013980257,-0.048518682,-0.017259927
11/13/1995,0.024255995,-0.017867577,0.012324264,,7/15/1996,-0.015312967,-0.005278965,-0.011611783
11/20/1995,0.011732554,-0.014321741,-0.000166721,,7/22/1996,0.008484591,-0.016756577,-0.004440443
11/27/1995,0.007555315,0.024110739,0.011616203,,7/29/1996,0.037083431,0.041269628,0.040964092
12/4/1995,0.013614043,0.006705326,0.017150838,,8/5/1996,0.000260534,0.01091871,-0.000588883
12/11/1995,0.003845738,-0.030515251,-0.001847844,,8/12/1996,0.001431767,-0.003188134,0.004686248
12/18/1995,-0.015331115,0.015799185,-0.007148204,,8/19/1996,0.005834136,0.008257634,0.002732253
12/25/1995,0.00374934,0.004992807,0.00648271,,8/26/1996,-0.0187907,-0.001356984,-0.022805857
1/1/1996,0.01248931,-0.017894641,0.001265624,,9/2/1996,0.00774208,-0.001850142,0.005643645
1/8/1996,-0.023493288,-0.024725746,-0.024457155,,9/9/1996,0.031078211,0.042342027,0.037213714
1/15/1996,0.024120331,0.010085577,0.016512716,,9/16/1996,0.008517153,0.025761608,0.009491433
1/22/1996,0.016654219,0.021861451,0.015874472,,9/23/1996,-0.002642555,0.008458179,-0.001223441
1/29/1996,0.019208317,0.029485328,0.022618036,,9/30/1996,0.020216796,0.014134832,0.022009348
2/5/1996,0.030716205,0.020760322,0.031777645,,10/7/1996,-0.003925688,0.000568918,-0.001141199
2/12/1996,-0.006935383,-0.003560153,-0.012864846,,10/14/1996,0.020699369,-0.004649243,0.014396534
2/19/1996,0.022844999,0.024524732,0.016985148,,10/21/1996,-0.01441363,-0.016129647,-0.014025509
2/26/1996,-0.016823134,-0.028778713,-0.022571861,,10/28/1996,0.002479047,-0.000670883,0.004057893
3/4/1996,-0.012012464,-0.020793263,-0.017013088,,11/4/1996,0.032333104,0.028824748,0.037715574
3/11/1996,0.020718184,0.033155772,0.012440048,,11/11/1996,0.020403556,0.003405729,0.009261579
3/18/1996,0.009209068,0.002388949,0.014225699,,11/18/1996,0.019303565,0.009904768,0.014949631
3/25/1996,-0.008820615,-0.000744182,-0.007900536,,11/25/1996,0.007687048,0.014219339,0.011011288
4/1/1996,0.016990573,0.015147038,0.015922118,,12/2/1996,-0.021662991,-0.003821227,-0.023280233
4/8/1996,-0.026802094,-0.015564851,-0.029633001,,12/9/1996,-0.012149748,-0.002153488,-0.014929664
4/15/1996,0.000522248,0.033722911,0.013044521,,12/16/1996,0.028076908,0.002836658,0.027385594
Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
12/23/1996,0.011730059,0.002186056,0.010520378,,8/25/1997,-0.034238659,-0.007137481,-0.02640842
12/30/1996,-0.002567008,0.01483471,-0.011642652,,9/1/1997,0.025900132,0.030066628,0.032356877
1/6/1997,0.024110716,0.016150474,0.015217199,,9/8/1997,-0.010202191,0.008255464,-0.005547911
1/13/1997,0.019105421,0.012704075,0.021711224,,9/15/1997,0.022261005,0.018638929,0.028384058
1/20/1997,-0.020196453,0.010896209,-0.007305909,,9/22/1997,0.000618756,0.001118185,-0.005581019
1/27/1997,0.017263727,0.011677894,0.020094662,,9/29/1997,0.014585981,0.019794005,0.020741545
2/3/1997,0.006249242,-0.016175352,0.004315526,,10/6/1997,0.000820714,0.013407265,0.002018573
2/10/1997,0.019236775,0.006958067,0.023680091,,10/13/1997,-0.024944371,-0.0423919,-0.023882177
2/17/1997,-0.008238187,-0.024335737,-0.008334108,,10/20/1997,-0.016912974,-0.009602868,-0.002672563
2/24/1997,-0.007803425,-0.019158271,-0.013751418,,10/27/1997,-0.036065239,-0.035330861,-0.029114379
3/3/1997,0.01774716,0.00213679,0.017734583,,11/3/1997,0.018531583,0.005500647,0.013994914
3/10/1997,-0.009389927,-0.014458402,-0.014767421,,11/10/1997,-0.001161399,-0.011858612,0.000905204
3/17/1997,-0.019020594,-0.030547656,-0.01150102,,11/17/1997,0.039940395,0.023245097,0.036738102
3/24/1997,-0.009479347,-0.003642736,-0.013119703,,11/24/1997,-0.007382751,-0.012541654,-0.008016767
3/31/1997,-0.032337899,-0.010280699,-0.020865347,,12/1/1997,0.040826596,0.020622459,0.029282311
4/7/1997,-0.020809232,-0.024415675,-0.027081993,,12/8/1997,-0.038885554,-0.061410671,-0.031388368
4/14/1997,0.047607112,0.012900048,0.038156481,,12/15/1997,-0.010516558,-0.007735242,-0.006957285
4/21/1997,0.005289276,-0.010921713,-0.0012666,,12/22/1997,-0.009977019,-0.008800753,-0.010959952
4/28/1997,0.048133532,0.076422406,0.060334802,,12/29/1997,0.036528572,0.045369607,0.040371641
5/5/1997,0.013805693,0.022512932,0.014422546,,1/5/1998,-0.049490988,-0.050783297,-0.049780846
5/12/1997,0.003508754,0.004245446,0.006007731,,1/12/1998,0.022578399,0.038920822,0.035807348
5/19/1997,0.02079765,0.03588804,0.020611697,,1/19/1998,-0.006833095,0.008315332,-0.004085236
5/26/1997,-0.002030389,0.007598476,0.001474657,,1/26/1998,0.026373947,0.027185392,0.023418535
6/2/1997,0.014194215,0.00322265,0.011404962,,2/2/1998,0.035166447,0.045268172,0.032300039
6/9/1997,0.045507227,0.012865028,0.040273143,,2/9/1998,0.021814132,0.009439808,0.00750785
6/16/1997,0.00186154,0.016773116,0.006060379,,2/16/1998,0.00522412,0.010300922,0.013746927
6/23/1997,-0.014053241,-0.006203955,-0.012766158,,2/23/1998,0.015540636,0.024227744,0.01452355
6/30/1997,0.026709273,0.020277635,0.032837079,,3/2/1998,0.00276597,-0.009659564,0.006033163
7/7/1997,0.00328748,0.023575031,-0.000261769,,3/9/1998,0.003858619,0.010308897,0.012164199
7/14/1997,-0.003958924,0.029747061,-0.001506572,,3/16/1998,0.034718324,0.009829276,0.028187558
7/21/1997,0.027857499,0.013850731,0.025339921,,3/23/1998,-0.012467276,0.019077279,-0.003390227
7/28/1997,0.009885175,0.015645518,0.008855145,,3/30/1998,0.021073384,0.017276785,0.0245804
8/4/1997,-0.020068198,0.002624656,-0.014463145,,4/6/1998,0.001273782,-0.019131964,-0.010772978
8/11/1997,-0.042802175,-0.023091938,-0.035689432,,4/13/1998,0.019011279,0.025150226,0.01079081
8/18/1997,0.024798122,0.023198231,0.024919732,,4/20/1998,-0.011285684,0.001263524,-0.013287933
Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
4/27/1998,0.009054707,0.002394176,0.011754791,,12/28/1998,-0.003974103,0.013614416,0.002410883
5/4/1998,-0.010099944,-0.00485309,-0.011538196,,1/4/1999,0.049082548,0.06690466,0.036628797
5/11/1998,0.004501057,-0.009485014,0.00053225,,1/11/1999,-0.031900364,0.001615323,-0.025279768
5/18/1998,0.00202526,-0.022877586,0.001568125,,1/18/1999,-0.023821858,-0.003976924,-0.014641084
5/25/1998,-0.023814336,-0.014582263,-0.017853666,,1/25/1999,0.025777033,0.068971786,0.043482914
6/1/1998,0.015360139,0.002274166,0.020901789,,2/1/1999,-0.005850056,-0.054227653,-0.031951389
6/8/1998,-0.022691456,-0.021469258,-0.0135764,,2/8/1999,-0.003159525,-0.022034802,-0.007507552
6/15/1998,-0.013913107,0.020554606,0.001645889,,2/15/1999,0.006990209,-0.016628275,0.007362267
6/22/1998,0.026242038,0.048349235,0.02914451,,2/22/1999,-0.003579235,0.00193801,-0.000718464
6/29/1998,0.008983992,0.013003917,0.011598636,,3/1/1999,0.045116895,0.021223971,0.029551053
7/6/1998,0.008877723,0.025562782,0.015501695,,3/8/1999,0.01430439,0.018827981,0.014879301
7/13/1998,0.025183845,0.033263844,0.019072702,,3/15/1999,0.002750288,0.016549054,0.003623975
7/20/1998,-0.043848572,-0.039484802,-0.039488665,,3/22/1999,-0.008244033,-0.00086773,-0.012772764
7/27/1998,-0.006068295,-0.030817122,-0.017803054,,3/29/1999,0.001044992,0.030210782,0.00847654
8/3/1998,-0.032640099,-0.01377752,-0.028253823,,4/5/1999,0.034125486,0.039199552,0.041359838
8/10/1998,-0.020328413,-0.031116452,-0.024813049,,4/12/1999,0.030973445,-0.042948525,-0.022007731
8/17/1998,0.012813741,0.00413627,0.017248633,,4/19/1999,0.018484697,0.042037944,0.028291945
8/24/1998,-0.05813643,-0.091956863,-0.051330266,,4/26/1999,0.009252961,-0.018634753,-0.016099664
8/31/1998,-0.052450462,-0.045644522,-0.053235158,,5/3/1999,0.022232153,-0.015551743,0.007327858
9/7/1998,0.020116319,0.04683914,0.035476105,,5/10/1999,-0.010778871,0.009635406,-0.005367503
9/14/1998,0.012766617,0.013390372,0.010871683,,5/17/1999,-0.007730488,-0.003058724,-0.005629517
9/21/1998,0.016718082,0.046860063,0.023886737,,5/24/1999,-0.025204923,-0.01988575,-0.021618371
9/28/1998,-0.030872366,-0.076623626,-0.04118102,,5/31/1999,0.022482626,0.003160354,0.019707158
10/5/1998,0.014643024,-0.078876701,-0.018329706,,6/7/1999,-0.029060287,-0.012366721,-0.026025818
10/12/1998,0.063422928,0.082566507,0.070618979,,6/14/1999,0.034206334,0.046127787,0.037326787
10/19/1998,0.004212487,0.043997572,0.013398787,,6/21/1999,-0.028308908,-0.004218087,-0.020714325
10/26/1998,0.016405716,0.044754618,0.025815736,,6/28/1999,0.054105586,0.071198124,0.056108615
11/2/1998,0.043651051,0.046960787,0.037813446,,7/5/1999,0.004877108,0.018811252,0.008631335
11/9/1998,-0.006244218,-0.004626788,-0.013491039,,7/12/1999,0.001440812,0.025245452,0.010984994
11/16/1998,0.026547066,0.042493535,0.033052914,,7/19/1999,-0.027024165,-0.061953873,-0.044565247
11/23/1998,0.018768057,0.04474146,0.02443362,,7/26/1999,-0.023724405,-0.020226173,-0.02101607
11/30/1998,-0.034548821,-0.0066076,-0.013161444,,8/2/1999,0.005510743,-0.034909828,-0.021628704
12/7/1998,-0.021794895,0.012969912,-0.008774407,,8/9/1999,0.023942857,0.034652097,0.020845752
12/14/1998,0.009237676,0.027619554,0.01832301,,8/16/1999,0.011503113,0.003980232,0.006703448
12/21/1998,0.034697989,0.036199241,0.03168056,,8/23/1999,-0.00094097,0.040902732,0.008685757
Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
8/30/1999,-0.001057325,0.030066547,0.006630915,,5/1/2000,-0.014644733,-0.011420498,-0.013726134
9/6/1999,-0.004525342,0.015340143,-0.004119727,,5/8/2000,0.002974414,-0.07838607,-0.008179247
9/13/1999,-0.020594278,-0.006059046,-0.01208761,,5/15/2000,0.001646196,-0.040083684,-0.009908466
9/20/1999,-0.049747087,-0.046072145,-0.044450446,,5/22/2000,-0.031313652,-0.056201435,-0.020776505
9/27/1999,-0.000615996,-0.001299852,0.004257594,,5/29/2000,0.046990681,0.17376946,0.069541327
10/4/1999,0.036018241,0.05326131,0.04064203,,6/5/2000,-0.016881313,0.01598849,-0.013843851
10/11/1999,-0.060983186,-0.055097227,-0.068625631,,6/12/2000,-0.015644524,-0.003692128,0.005141371
10/18/1999,0.043983753,0.030530345,0.04256328,,6/19/2000,-0.00427254,-0.003950217,-0.015816198
10/25/1999,0.024492639,0.051857099,0.046004125,,6/26/2000,0.004137578,0.030923744,0.009060583
11/1/1999,-0.002368152,0.044781374,0.005341761,,7/3/2000,0.017842627,0.014291801,0.016567652
