湖北,北京,福建,广东,广西,海南,河北,河南,黑龙江,湖南,吉林,江苏,江西,辽宁,内蒙古,安徽,宁夏,山东,山西,上海,天津,西藏,云南,浙江,重庆
9.534608333,9.118485161,9.20553549,9.606660401,8.692643137,9.546073645,9.098910289,8.554164123,9.030763351,8.602058541,8.408309839,9.042811394,8.854054963,8.968219861,8.760649044,8.338331823,9.407591591,9.025236147,8.587589522,9.627855373,9.20441221,8.663758028,8.876168328,8.507120959,8.512548132
9.902614153,9.737052204,9.390990656,10.29589687,9.412781703,9.978920807,9.528126107,9.147604923,9.626285786,9.059151299,8.891786653,9.244543971,9.079485395,9.377589972,9.418629135,8.707182247,9.925689261,9.442350179,9.016634256,10.12658866,9.935113089,9.197754356,9.287868752,8.955461192,8.87324703
9.94749322,9.815851556,9.832326525,10.54776596,9.618522785,9.876487561,9.679323898,9.252945462,9.509600441,9.075404359,9.011554042,9.356766907,9.204614846,9.549143606,9.618327298,8.694471751,9.7446237,9.608618084,9.101315744,10.27427152,10.13990807,9.048453176,9.249259886,9.273136438,8.977244221
9.310956719,8.891448923,9.365885689,10.00504583,9.009287678,9.714949212,8.784664872,8.673590326,9.175332381,9.144310582,8.324418278,8.433172136,8.612762842,8.994729898,9.001062743,8.100531085,9.38555339,9.088291266,8.444246084,9.271321545,9.345247068,8.891688407,8.888921424,8.742415913,8.595173548
9.271307668,9.005187145,9.37477553,10.00954739,8.95475584,9.868546668,8.948614422,8.811492607,9.150254257,8.725970034,8.424433534,8.990621303,8.794550901,9.039111827,8.827614751,8.289000551,9.164540732,9.198104096,8.547873694,9.566561516,9.331519302,8.845057054,9.019405749,8.953997539,8.643374247
9.386612992,9.038514437,9.613318895,10.0269428,8.871252133,9.961428577,8.968843486,8.92569622,9.148418957,8.582284528,8.748249355,9.192534058,8.748962705,9.142259436,9.207535191,8.210215607,9.080436677,9.191309861,8.740694012,9.659367734,9.421142581,8.923947944,9.15784172,9.146225853,8.789772184
9.401795492,9.142929872,9.706498043,10.26452166,8.94739503,10.25918014,9.036584351,8.979535674,9.295328829,9.318582213,8.757282351,9.267191801,8.827206554,9.289998423,9.232811006,8.37272428,9.137016708,9.367193069,8.634540577,9.745292251,9.623111228,9.018920407,9.460728749,9.314532057,8.766119744
9.592100679,9.277010463,10.0495373,10.41921108,9.104647579,10.46792242,9.278824906,9.129105216,9.280474354,9.224255999,8.990525649,9.246620004,8.706153772,9.501761079,9.339920657,8.574028826,9.354463804,9.496264745,8.65893578,9.703772678,9.732284332,9.191311902,9.464473624,9.039554921,8.83388982
9.795917078,9.48026445,9.916701926,10.41149373,9.384870613,10.65173432,9.498049007,9.306825878,9.517551551,9.309493137,9.051388602,9.467349223,9.006934086,9.610891214,9.319867197,8.791893362,9.384105986,9.590297084,8.9386585,9.93788199,9.867713343,9.330115074,9.691807481,8.998715929,8.928323276
9.906780735,9.544003804,10.27872408,10.5209606,9.494936688,10.62849126,9.503873233,9.531492623,9.604981916,9.371561327,9.235279025,9.817210172,9.330301035,9.710025455,9.541375713,9.045051835,9.457903328,9.758859989,8.840519879,10.09986768,10.00933717,9.383897442,9.815629636,9.633570021,8.903179881
9.81404818,9.539603249,10.28612887,10.51089322,9.574888689,10.67693779,9.67782458,9.580386193,9.668587935,9.757731507,9.375586413,9.869603738,9.343759633,9.810541795,9.329899607,8.965249782,9.57937199,9.807314285,8.77702862,10.04851286,10.05659161,9.510240711,9.976102822,9.718641328,9.03326637
9.882788766,9.626710906,10.32808474,10.59827725,9.562766628,10.6288949,9.6196815,9.567642453,9.72841918,9.931278458,9.439390004,9.878201141,9.453061035,9.846566831,9.63631717,9.021182043,9.481918469,9.743530545,8.498655763,9.990782848,10.19262388,9.449756518,10.10040745,9.522519137,9.092999193
9.363314514,8.949196225,9.666196978,10.23904259,8.794800938,9.819073436,8.833740622,9.146178669,8.629274913,9.156499752,8.263094892,9.214561582,9.120733895,8.814171939,8.850918802,8.165866776,8.878125726,9.001944208,7.982552903,9.565708997,9.497743812,8.881350076,9.254972379,9.026991926,8.595949696
8.977936848,8.695365212,8.618255492,9.318104003,8.572138974,9.074423279,8.020399374,8.435093625,7.741561992,9.296572646,7.683633857,8.51124909,8.505792081,8.093225254,5.743003188,7.786526889,6.913737351,7.65785653,6.746412129,9.396759861,8.473725774,6.565030201,8.556833432,8.28563377,8.59735913
9.021820306,8.808049797,8.784201645,9.128187682,8.596769944,9.204717091,8.082211318,8.314068203,8.351270771,8.779816331,7.981068753,8.59938328,8.549230825,8.342329295,7.041630363,7.65505915,8.147577736,7.821881086,7.516433303,9.444390103,8.555533427,7.44361492,8.829494215,8.264101184,8.663535522
8.938534468,8.900956393,8.912898116,9.114931089,8.669865636,9.298142131,8.149570539,8.30344484,8.41347577,8.832757648,8.301893794,8.464816002,8.833335493,8.571297654,7.375412407,7.500142456,8.102081706,8.025494542,6.475047434,9.439790458,8.668556629,7.409222968,8.908959836,8.097171338,8.625003388
8.937333692,8.894301875,9.048279498,9.095354068,8.736524954,9.284365007,8.170783769,8.495588643,8.661747359,8.947102804,8.56090064,8.518476908,8.720315652,8.643152608,7.190487622,7.895275845,7.98503043,8.308248794,6.801653748,9.420328522,8.611783861,7.329421766,8.858659508,8.231511783,8.799927042
8.992996728,8.914117105,8.984827418,9.177141972,8.763362536,9.282280341,8.203711314,8.526810298,8.527808082,8.912174334,8.515235721,8.434672142,8.600732855,8.498779525,7.543935204,8.124492632,8.235228079,8.275475316,6.964135612,9.391655608,8.556076744,7.565349298,8.982114176,8.251974932,8.800540699
9.054226594,8.961213765,9.009768979,9.163684626,8.723161285,9.374587058,8.199204134,8.562513397,8.635245228,9.107125815,8.596059823,8.439918631,8.65930494,8.670255724,7.565404807,7.910977385,8.475120415,8.165547037,7.24154535,9.339670425,8.566361995,7.674152921,8.943676397,8.059352211,8.693528621
8.964452424,8.624963531,8.996845879,9.090466139,8.631967557,9.276596948,8.095187413,8.500567655,8.654795121,8.908124564,8.49412243,8.409729342,8.520110749,8.529259999,7.763021309,7.614782951,8.282086702,8.251511847,7.26356318,9.059664956,8.462120628,7.854713768,8.756987113,8.34722787,8.371548792
9.051581469,8.788162392,8.98810064,9.135718533,8.852867729,9.353209078,8.215659797,8.710896476,8.718300314,8.983772364,8.806009637,8.489353772,8.647543593,8.709650466,7.933606893,7.96497723,8.55672155,8.384390805,7.474559454,9.176050719,8.511647844,8.330123236,8.91132121,8.383532811,8.371668847
8.542966646,8.461507742,8.707555753,8.726955156,8.261956797,8.87801071,7.760194187,8.284655654,8.497919644,8.428908356,8.254051959,7.907028846,8.188751622,8.263085025,7.9072284,7.429291521,7.927492696,8.070843246,7.052374969,8.827787275,8.333603831,7.866612768,8.498818608,8.006619441,8.144361969
8.97888526,9.039016343,8.883195345,8.880187581,8.375145063,9.053881475,8.216435167,8.515651051,8.691304574,8.523857373,8.628269342,8.454781092,8.218495109,8.547591471,8.306817779,7.866060022,8.28098973,8.282973664,8.023377628,9.274706508,8.722719975,8.289790583,8.900785491,8.184178039,8.273097054
8.956208726,8.997270647,8.861331817,8.987047843,8.43311587,8.959163791,8.351804422,8.483474382,8.719734772,8.593254805,8.396561101,8.381219282,8.444963838,8.787147818,8.181300787,7.790564434,8.023847238,8.509660309,7.268106789,9.229443547,8.84634315,7.857839938,8.809979813,8.175767949,8.16244196
8.542258267,8.302303779,8.340727969,8.480995933,8.102565737,8.856456767,7.856735183,7.994816186,8.534659513,8.322449474,8.176047831,7.924394672,7.741616518,8.183693203,7.543696986,7.45423758,7.992065783,7.998476095,6.736729682,8.453870818,8.324277211,7.918992488,8.50305451,7.56293205,7.72171622
8.661733665,8.379167429,8.395523493,8.557423,8.216778851,8.842462432,8.043173187,8.240784007,8.377956411,8.337648082,8.151660146,7.928383304,8.082901563,8.36944706,8.169874342,7.35813581,8.307804605,8.088639741,7.118218777,8.524829455,8.427518726,7.533846487,8.420468392,7.599558223,7.732899089
8.687218821,8.577826032,8.412170397,8.60590561,8.055419602,8.711546245,8.308157981,8.412037099,8.607530344,8.408782655,8.117345609,7.922814161,8.200686314,8.329216081,7.876429711,7.922102416,8.513178477,8.343414098,7.124317219,8.653980531,8.436804382,7.554559299,8.52464734,7.889370348,7.96544725
8.911857464,8.505604822,8.306875943,8.721997882,8.188559949,8.838764482,8.568113823,8.553362137,8.691783795,8.615820244,8.275135784,8.226071878,8.254700085,8.420033927,7.810109345,8.073644523,8.332019571,8.197287014,7.238227408,8.586918344,8.3012921,8.133922805,8.405305643,7.992580488,7.960154238
8.794259841,8.520409722,8.419332885,8.621062487,8.330696933,8.51328724,8.426424309,8.55937586,8.833167579,8.817681683,8.184464162,8.261261352,8.565032904,8.292222973,7.682828009,8.191624626,8.288157314,8.110946552,7.368024179,8.763394469,8.3309359,7.527947668,8.365537397,8.143411326,8.318007194
9.364875295,9.088861891,8.739144112,9.061057578,8.650845202,9.151780388,8.502365046,8.86972401,9.4558658,8.965061751,8.552731921,8.677229611,8.940457833,8.632171648,8.276604606,8.504623411,9.250707863,8.515852293,7.596099276,9.381698191,8.906604287,8.154643884,8.975200021,8.262162868,8.660157598
9.001697746,9.093607997,9.145977001,9.185166461,8.651954827,9.009594118,8.479141575,8.506106966,9.205119391,8.880022869,8.684786447,8.624735705,8.574820384,8.880525148,8.222661044,8.11601796,8.8702322,8.680193329,7.389666893,9.292976443,9.04798687,7.914408908,8.92384959,8.430615386,8.44933171
8.207674828,8.324171714,8.171866531,8.344141259,8.04224938,8.671643826,7.883445412,7.928562771,8.486631066,7.993415689,8.103527887,7.393678393,8.023735862,8.1800077,8.200480444,6.727072379,8.193658239,7.992323753,6.690428113,8.35240975,8.157130372,7.612407451,8.414804552,7.382557561,7.587071461
8.54984772,8.40476427,8.228263268,8.567128234,7.962332372,8.76077603,7.862242892,8.043326109,8.675212237,8.329658375,7.908742488,7.678493366,8.389830164,8.276402398,8.102949665,7.094385721,7.692082912,7.968821452,7.336177076,8.575342618,8.083392264,7.753010238,8.50827622,7.606801691,7.717583602
8.677308858,8.401695051,8.367906634,8.652322885,8.161737266,8.714638692,8.223831554,8.282826368,8.775710952,8.237743948,8.169021673,8.028333108,8.272784506,8.434508503,7.939176643,7.44410244,8.200105194,8.158262606,7.302429036,8.58688247,8.298513102,7.941803649,8.424156913,7.886319253,7.929419832
8.716951961,8.544413473,8.38196635,8.657341603,8.03800027,8.768734224,8.104862689,8.283701912,8.925225751,8.588951327,8.452144911,7.82039863,8.293508585,8.479754188,8.259438785,7.286938634,7.973844376,8.223764897,7.187304368,8.641915292,8.287489104,7.377669619,8.104622498,7.790036177,7.974901523
8.879003986,8.681352998,8.42148622,8.716213557,8.453582595,8.749159045,8.154976564,8.460774945,9.082909339,8.550909412,8.320691571,8.129593852,8.332879652,8.439482173,7.829888908,7.46193293,8.243037008,8.293214628,7.407216573,8.9183228,8.482806177,7.735839114,8.460525057,9.002607014,8.152090048
9.474830751,9.321818471,8.884911644,9.204415406,8.865631877,9.309808562,8.791954793,9.120514948,9.617078961,9.207614861,8.983052132,8.842359077,8.972767382,9.012688796,8.573176471,8.196286454,8.802241799,8.690088983,8.475186468,9.563810528,9.2108821,8.193479221,8.914162161,8.661491086,8.784483844
9.422934518,9.302097471,8.809428318,9.299291184,8.944104673,9.240360556,8.84079248,9.063026725,9.377772039,9.000471974,9.047901178,9.011374859,8.945239742,9.071240304,8.800897362,8.37281881,8.680660338,8.778523702,7.612781622,9.609025616,9.224576062,8.288749907,8.783353013,8.847335391,8.875135395
8.720092369,8.544879969,8.34448338,8.602191353,8.29857584,8.817692768,8.013997759,8.323158098,8.485153354,8.503555234,8.032177893,7.943102546,8.30505758,8.22100443,8.058738614,7.283073533,7.981334619,8.053437083,7.151485464,8.65894834,8.451798304,7.374718577,8.308372082,7.995055439,8.016529196
8.685981862,8.574392498,8.245442894,8.636156228,8.276761898,8.927144001,8.128973215,8.437828349,8.688388939,8.600179914,7.991366727,8.010922942,8.320182457,8.254277482,8.202509843,7.448868477,7.899573927,8.098402751,7.367603348,8.541081467,8.523393927,7.684389777,8.463891355,8.12304576,8.109539022
8.670277897,8.576561669,8.408825163,8.696640493,8.208401243,8.833201511,8.154413041,8.423764384,8.884636565,8.556798656,8.2632897,8.010414359,8.077990311,8.392164487,8.032733576,7.297614396,8.205946759,8.049229023,7.346655163,8.771171639,8.45919126,7.54068791,8.376802672,8.099291412,8.029901424
8.520704098,8.570946104,8.259224236,8.79266101,8.309600237,8.865500592,8.282046641,8.009649676,8.642027729,8.386193905,8.140234552,7.960604708,8.195226735,8.365889488,8.174068879,6.939956219,8.602997729,8.130080381,7.765604421,8.831489854,8.36740465,7.686260685,8.362904302,7.936407711,7.985448428
8.72901791,8.913361614,8.482896401,8.974392454,8.277338322,8.82174713,8.333104474,8.503452553,9.118494647,8.427064803,8.300073129,8.187247202,7.927874353,8.576045124,8.441768969,7.967311689,8.456373967,8.311330593,7.717388358,8.993599752,8.643254093,8.14803246,8.543390038,8.113658863,8.157959103
9.622635512,9.69156666,8.952614096,9.555069695,8.970130749,9.42564125,9.187921946,9.242545692,9.793636644,9.640960484,9.197811659,8.887942805,9.034787853,9.303300829,9.107393608,8.512463844,9.204865412,8.910039525,8.068507381,9.669700743,9.518659742,8.312170181,9.069727277,8.70883892,9.026105301
9.530330405,9.507289962,8.910842858,9.503500143,8.702368478,9.304930899,9.048330504,9.175732167,9.669594913,9.365421232,9.258341865,9.10837142,8.824654607,9.216079049,9.001555736,8.260234292,9.09715301,8.922266605,7.808102926,9.6907407,9.305909609,8.342227372,8.996205372,8.860394534,8.682028095
8.649475862,8.699200881,8.24775197,8.715564076,8.195602671,8.665743935,8.270212306,8.365926128,8.744420413,8.366856568,8.209656046,8.212418679,8.573421253,8.424182556,8.350400436,7.615387946,8.5254391,8.215004091,7.648342506,8.773359742,8.525672435,7.532776559,8.177451215,8.169719564,8.144962086
8.662871925,8.77142812,8.297745844,8.702123539,8.198983868,8.932242227,8.231008331,8.406408467,8.771359134,8.457665282,8.323654288,8.277871784,8.581691087,8.430511401,8.247213503,7.493355211,8.307459327,8.288651926,7.791537577,8.998387233,8.333104898,7.627537435,8.352806165,8.306448292,7.929187703
8.809394363,8.573315678,8.424256341,8.756331622,8.195987427,8.920543398,7.955229963,8.189628498,8.6341808,8.379318124,8.265904477,8.343562288,8.471872377,8.409357523,7.76526157,7.460542611,8.376474124,8.055867063,7.139462061,8.998460283,8.202711268,7.71129316,8.215550116,8.25860784,7.93527893
8.752419863,8.637416528,8.278167334,8.728005706,8.019876466,8.846529312,8.193302598,8.061355943,8.693726801,8.455617897,8.225256153,8.015040376,8.259494858,8.579909239,8.152730861,7.561878091,8.099655502,7.976704039,7.884468932,8.835154503,8.395009605,7.843540467,8.448130317,8.051963802,8.241365074
8.934925974,8.85966234,8.574071716,8.917165292,8.584043445,9.041218317,8.383658751,8.475247649,9.05193273,8.601325628,8.48661943,8.330089058,8.48718062,8.733613167,8.207837943,7.828563066,8.164168719,8.280813082,7.834471476,9.139522523,8.728222246,7.35372233,8.588682914,8.479599448,8.180328718
9.428929073,9.551238144,9.117704353,9.38346348,8.791939253,9.39835265,8.940096205,9.171382957,9.5078672,8.735601067,8.961356084,9.055846285,8.778296405,9.29180761,8.954609061,8.453144247,9.160407555,8.792037568,8.069252937,9.748118716,9.529637811,7.639161172,9.081579298,8.781566305,8.807652005
9.36480141,9.521641396,9.118057396,9.480209741,8.763124479,9.178858305,8.990769597,9.095857421,9.398175969,8.987230979,9.382695764,9.110793771,8.551075965,9.358581384,8.960153165,8.30227143,9.153875835,9.05609487,8.604528802,9.752908367,9.565401573,7.530122277,8.892978719,8.796490207,8.758674521
8.670333867,8.621369207,8.216324028,8.765775981,8.164077193,8.867807809,7.913703883,8.355782891,8.499579349,8.3420251,8.520093426,8.054285573,7.996742226,8.491170468,7.960489409,7.163031546,8.170110193,8.096715399,7.852840767,8.925418612,8.557431416,6.849066283,8.294311606,8.071773656,8.210235586
8.811277338,8.473135443,8.139983631,8.703150882,8.341384381,8.931116869,8.025672726,8.335930502,8.510178291,8.654132133,7.982017952,7.862304723,8.427557829,8.037415772,8.209117917,7.482093329,8.049171597,7.999832414,7.437500788,8.750775326,8.282739041,7.313275941,8.317448245,8.092446134,8.175184605
8.753918989,8.612539533,8.303843426,8.936666335,8.376837883,9.024404291,7.946826317,8.197581349,8.506360327,8.679640867,8.250576565,8.086725098,8.145054295,8.316879804,7.83397654,7.399567964,8.110467289,8.101523933,7.784651568,8.892441673,8.627316113,7.175052412,8.344937365,8.265776719,8.015083856
8.670281041,8.726427941,8.175747273,8.852524783,8.111107191,9.151765367,8.017454766,8.122017819,8.542812935,8.18002702,8.328993056,8.159653819,8.266866632,8.416055894,7.809784802,7.574045005,7.790696031,8.244221629,7.119635638,8.948728618,8.682817264,7.147503071,8.456056522,8.075501762,7.979218124
8.58705343,8.691615333,8.331419561,8.980650901,8.441511248,8.89922248,8.105034733,8.373749981,8.968460592,8.469353257,8.358627223,8.174336618,7.991056787,8.450759656,8.062669133,7.260330923,8.264389083,8.193229118,7.431189649,9.077062518,8.544608064,7.325995579,8.347527741,8.284549658,7.916073872
9.342224733,9.432666546,8.582272482,9.083250651,8.858483611,9.113884536,8.888833067,8.952957774,9.276581895,9.149188498,9.056943112,8.790720223,8.741218487,9.140641405,8.664405571,8.176403101,9.091669442,8.67928631,8.316237085,9.489516219,9.277230326,7.911245465,8.870938528,8.505738166,8.770102616
9.428772814,9.489297317,8.85553734,9.489884227,8.797887682,9.100173882,9.086107707,9.078361243,9.15598304,9.180560194,9.307509429,9.010253798,8.989514549,9.289596859,9.138546259,8.318906319,8.996610704,8.780271503,8.277587801,9.706323953,9.414984357,7.759675095,8.786816685,8.915619348,8.857571324
8.525000928,8.54439539,8.309292227,8.787443507,8.212706351,8.547787865,8.219056661,8.163030803,8.56076572,8.311222554,7.950890093,8.161627285,8.18106173,8.159570179,7.984123663,7.346977484,8.157897674,8.339085942,7.487827075,8.961531389,8.391277724,7.293131052,8.321683533,8.044708034,7.990431613
8.613469504,8.736430153,8.21970751,8.617615882,7.958850235,8.831235388,8.244699358,8.338009563,8.229118709,8.418309966,7.35048049,8.085681111,8.084054683,8.250632226,8.180530937,7.392115583,7.82738709,8.132800432,7.011033628,8.968938935,8.456395664,7.506387678,8.264458612,8.258159215,7.962848225
8.676958808,8.750618988,8.298930092,8.799427799,8.124138011,8.765528743,8.136041112,8.239524311,8.495012125,8.418682235,8.004684671,8.252200528,8.194342809,8.092414041,7.294377299,7.391975553,8.278091314,8.044205853,8.065534545,8.991400336,8.504882728,7.830028083,8.092546623,8.136367036,8.101663487
8.590816019,8.700128007,8.24625021,8.717306056,7.966695086,8.676011532,8.241708428,8.387404446,8.592097544,8.334531118,7.890008518,8.292162387,8.385479159,8.175032137,8.136409964,7.391701036,8.166789968,7.781264327,7.415124938,9.027045551,8.509121956,7.626570206,8.361774486,8.0815298,8.008550369
8.501294401,8.448526221,8.48327769,8.808587619,8.410815344,8.665104446,7.916809921,8.064511431,8.906384598,8.330087452,8.522534457,8.21770218,8.037457021,8.325479956,7.44468715,7.706531121,7.534231889,8.299834834,7.246807518,9.014205823,8.27572336,7.680307601,8.260995691,8.205799384,8.026884088
9.058783578,9.358837863,8.702704005,9.37935629,8.796707423,9.142541876,8.681259548,8.70386693,9.32299672,8.653856512,9.106127346,8.617802128,8.322566638,8.895636954,8.586532669,8.073827952,8.912836894,8.465078264,7.812074639,9.549931974,9.100104449,7.59423744,8.94113223,8.535166303,8.516884922
9.292362589,9.479696207,8.733995847,9.432620196,8.831332222,9.072396401,8.919775482,8.762370306,9.265997127,8.56789512,8.973638656,8.869497606,8.622999458,8.810416756,8.689550267,8.156006787,8.935886859,8.67063851,7.966883963,9.70504982,9.191037132,8.125187103,8.717438487,8.562655859,8.608430442
8.451217982,8.488119965,7.714993471,8.596960567,7.992064712,9.26044491,7.967141521,8.138348592,8.334706521,8.094847089,7.97447549,8.16059392,8.056081403,8.254302217,7.739905418,7.098225364,7.332155536,7.891398705,7.637234389,8.845009787,8.465195702,7.571105772,8.345008879,8.198730388,7.889421681
8.442577398,8.613497221,7.824517899,8.670619949,8.001976887,8.882948418,8.335978522,8.16069466,8.522930949,8.061855999,8.246649343,8.014712142,8.023615464,8.077516829,7.96381491,7.253116463,7.417392197,7.93268386,7.266667718,8.781521803,8.288156529,7.859606186,8.111391027,8.007756602,7.641814555
