year mon ipdcongd ipncongd ipbuseq ipmat
1953 2 16.159 26.6829 8.5989 19.4893
1953 3 16.3189 26.5607 8.6623 19.7293
1953 4 16.159 26.6829 8.6729 19.8893
1953 5 16.2504 26.7643 8.6201 20.2892
1953 6 15.6333 26.6829 8.5672 20.3158
1953 7 15.5418 26.6014 8.694 20.5558
1953 8 15.4047 26.5199 8.6623 20.0225
1953 9 14.7876 26.357 8.5672 19.516
1953 10 14.6505 26.4792 8.5672 18.9028
1953 11 14.1248 26.2755 8.2715 18.4229
1953 12 13.622 25.9903 8.1341 17.9963
1954 1 13.4163 26.3162 7.8912 17.783
1954 2 13.7363 26.4792 7.7961 17.7564
1954 3 13.7363 26.5199 7.6799 17.5697
1954 4 13.8962 26.357 7.5425 17.5431
1954 5 14.1705 26.3977 7.532 17.783
1954 6 14.2619 26.5199 7.4369 17.9963
1954 7 14.1019 26.7643 7.4158 18.0763
1954 8 14.2162 26.7643 7.3735 17.9696
1954 9 14.3076 27.0495 7.289 17.8363
1954 10 14.5133 27.131 7.2679 18.2096
1954 11 14.9248 27.5791 7.4052 18.5562
1954 12 15.4961 27.8235 7.4264 18.8761
1955 1 16.5932 27.9457 7.4792 19.5426
1955 2 16.7761 27.9457 7.5954 20.0226
1955 3 17.2332 28.3938 7.6693 20.5558
1955 4 17.5074 28.5568 7.9334 20.9557
1955 5 17.9645 28.8012 8.0496 21.3556
1955 6 17.5989 28.7197 8.1447 21.4089
1955 7 17.8503 28.679 8.1658 21.6755
1955 8 17.8274 28.7197 8.2186 21.6489
1955 9 17.896 28.9642 8.2715 21.8888
1955 10 18.0103 29.6974 8.6518 22.1288
1955 11 17.8274 29.9418 8.694 22.0222
1955 12 17.7588 30.1863 8.8419 22.1821
1956 1 17.576 30.3492 8.9053 22.2888
1956 2 17.256 30.4307 9.032 21.8622
1956 3 17.3017 30.4307 9.1377 21.7822
1956 4 17.5531 30.4307 9.4018 21.9422
1956 5 17.1417 30.5122 9.3701 21.5422
1956 6 16.7303 30.5937 9.4018 21.249
1956 7 16.7532 30.7159 9.4018 19.5426
1956 8 16.7532 30.9196 9.518 21.3289
1956 9 16.5018 30.9603 9.5602 22.4754
1956 10 16.7075 31.164 9.6342 22.822
1956 11 16.4789 31.0825 9.7926 22.3154
1956 12 17.1646 31.001 9.9088 22.7153
1957 1 17.2103 31.164 10.0462 22.2888
1957 2 17.5074 31.4899 10.268 22.4221
1957 3 17.416 31.6936 10.2152 22.3421
1957 4 16.936 31.5713 10.0145 22.0488
1957 5 16.8446 31.6528 9.8349 21.9422
1957 6 17.1189 31.7343 9.8772 22.0488
1957 7 16.9589 32.0194 9.9194 22.1821
1957 8 17.416 31.938 9.8983 22.2354
1957 9 17.3703 31.9787 9.7715 21.9422
1957 10 16.7304 31.7343 9.5074 21.5956
1957 11 16.6846 31.5713 9.2645 20.8224
1957 12 15.9533 31.8565 8.9792 20.1292
1958 1 15.3133 31.775 8.7996 19.5426
1958 2 14.7648 31.8158 8.4827 18.9028
1958 3 14.2848 31.8158 8.3031 18.4229
1958 4 13.7134 31.775 8.1341 17.9697
1958 5 14.2162 32.0602 7.9334 18.1829
1958 6 14.6276 32.5898 7.9334 18.9561
1958 7 14.8333 32.9971 7.9862 19.436
1958 8 15.1076 33.0379 8.1236 20.0492
1958 9 14.0791 33.2008 8.1975 20.5291
1958 10 14.7648 33.2416 8.3031 20.8757
1958 11 17.3017 33.6082 8.451 21.4623
1958 12 17.3703 33.6489 8.5144 21.5156
1959 1 17.416 34.097 8.6834 21.8888
1959 2 17.5074 34.4229 8.7996 22.582
1959 3 17.8503 34.26 8.8947 23.1686
1959 4 17.9645 34.8303 9.1271 23.8085
1959 5 18.3302 34.8303 9.4229 24.4216
1959 6 18.4674 34.5859 9.6448 24.2617
1959 7 18.8331 34.8711 9.6659 22.822
1959 8 18.3074 35.2784 9.5814 21.089
1959 9 17.7589 35.4821 9.5074 21.0623
1959 10 18.1703 35.034 9.4335 20.849
1959 11 15.9304 35.5229 9.2856 21.6755
1959 12 17.9646 35.6451 9.4229 23.9951
1960 1 19.9301 35.808 9.7715 24.6883
1960 2 19.6559 35.4414 9.8349 24.3683
1960 3 19.2673 35.7673 9.856 23.9684
1960 4 19.2445 36.1339 9.7504 23.4085
1960 5 19.4273 36.2561 9.7821 23.1952
1960 6 19.2216 36.0524 9.6553 22.822
1960 7 18.4902 36.1339 9.5391 22.8486
1960 8 18.6959 36.1339 9.4123 22.742
1960 9 18.4674 36.0117 9.3278 22.3687
1960 10 18.6731 36.3783 9.2539 22.2888
1960 11 18.056 36.0117 9.2328 21.7022
1960 12 17.4389 35.971 9.0215 21.1156
1961 1 16.7989 36.0932 9.0849 21.3023
1961 2 16.7075 36.3376 9.0004 21.1423
1961 3 16.7075 36.3376 8.9898 21.3289
1961 4 17.9188 36.6635 9.0849 21.9688
1961 5 18.4902 36.9079 9.0954 22.6354
1961 6 19.1073 37.0709 9.1694 22.9819
1961 7 19.4502 37.2338 9.2222 23.3019
1961 8 19.4959 37.5597 9.2645 23.7551
1961 9 18.3988 37.356 9.4018 23.8084
1961 10 19.4273 38.0079 9.3912 24.235
1961 11 20.2958 38.3745 9.6448 24.555
1961 12 20.6615 38.3745 9.6764 24.9015
1962 1 20.2044 38.2115 9.6448 24.7149
1962 2 20.3187 38.4559 9.7821 25.1149
1962 3 20.6158 38.7004 9.9089 25.1415
1962 4 21.0958 38.7411 9.9722 25.1148
1962 5 21.2786 38.9855 9.9722 24.7683
1962 6 20.8901 38.8633 10.0673 24.6883
1962 7 21.3472 39.3522 10.1518 24.9015
1962 8 21.0501 38.9855 10.2575 24.9549
1962 9 21.3243 39.2299 10.2469 25.1682
1962 10 21.4158 39.067 10.2891 25.1682
1962 11 21.4386 39.2299 10.2891 25.3815
1962 12 21.5986 39.4336 10.2258 25.2481
1963 1 21.8272 39.9632 10.1835 25.3548
1963 2 22.0557 40.4113 10.3314 25.7281
1963 3 22.1014 40.615 10.268 26.1013
1963 4 22.2843 40.7372 10.3631 26.3413
1963 5 22.65 40.615 10.3314 26.9545
1963 6 23.0385 40.6558 10.3737 27.0611
1963 7 23.0156 40.4928 10.5215 26.7945
1963 8 23.0614 40.9409 10.7751 26.5545
1963 9 23.4728 40.8187 10.7434 27.0878
1963 10 23.4956 41.1446 10.9335 27.2477
1963 11 23.7242 41.1038 11.018 27.4077
1963 12 23.7928 41.4705 10.9969 27.2477
1964 1 23.8384 41.8779 11.2821 27.461
1964 2 23.9756 41.7149 11.2293 27.8876
1964 3 23.7928 41.5927 11.3667 27.8876
1964 4 24.4327 42.5704 11.6308 28.2076
1964 5 24.5699 42.9778 11.7575 28.4475
1964 6 24.8213 42.6926 11.7998 28.6341
1964 7 25.2326 43.2629 11.9582 28.6874
1964 8 25.4155 42.9778 11.9477 29.274
1964 9 24.8213 42.7334 12.0533 29.7272
1964 10 22.2386 43.3037 11.9582 29.1673
1964 11 25.2784 43.4259 12.3596 30.0738
1964 12 26.764 43.6703 12.5815 30.4471
1965 1 27.2211 44.2814 12.5604 30.7937
1965 2 27.5868 44.1999 12.7716 30.9003
1965 3 28.341 44.2406 12.9407 31.3802
1965 4 28.2953 44.1184 13.0569 31.7002
1965 5 28.501 44.3628 13.247 31.8335
1965 6 28.7524 44.4036 13.4372 32.2067
1965 7 28.9581 44.2813 13.6696 32.5
1965 8 28.661 44.4036 13.6696 32.8199
1965 9 29.1867 44.9739 13.9337 32.5533
1965 10 29.4609 45.0961 14.1344 32.8999
1965 11 29.6667 45.3813 14.3985 32.7666
1965 12 30.2838 45.3405 14.7048 33.1399
1966 1 30.3752 45.5849 15.0006 33.5931
1966 2 30.3294 45.8294 14.9583 33.9664
1966 3 30.558 46.1553 15.2541 34.5795
1966 4 31.1294 46.0738 15.3703 34.4996
1966 5 30.6266 46.359 15.571 34.8995
1966 6 30.6266 46.6034 15.7189 35.1128
1966 7 30.0552 46.8885 15.9725 35.1928
1966 8 29.5752 46.97 16.0359 35.486
1966 9 29.7581 47.0922 16.2154 35.8326
1966 10 31.2894 47.4589 16.1626 35.9926
1966 11 30.3523 47.744 15.9302 35.4594
1966 12 30.0324 47.7847 16.152 35.4594
1967 1 29.2827 48.8923 16.0384 35.3105
1967 2 28.469 48.5049 16.0581 34.639
1967 3 28.7316 48.5362 16.0313 33.9983
1967 4 28.9534 49.5356 16.0191 34.3221
1967 5 28.5495 48.467 16.0791 33.9461
1967 6 28.2405 48.8711 15.9921 33.876
1967 7 28.619 48.5191 15.6705 33.8633
1967 8 28.9434 48.9644 15.9597 34.8703
1967 9 28.8536 49.1672 15.8779 34.6432
1967 10 29.3862 49.7373 15.7462 35.0807
1967 11 31.028 50.1237 16.1601 35.471
1967 12 32.2697 50.4617 16.321 35.9379
1968 1 31.3195 50.145 16.3922 36.0958
1968 2 31.8178 50.2031 16.4072 36.0981
1968 3 31.7499 50.6838 16.5493 36.2361
1968 4 31.7798 50.552 16.4673 36.5128
1968 5 32.1826 50.6752 16.7149 37.0685
1968 6 32.4957 50.9153 16.6771 37.2182
1968 7 32.2166 50.9279 16.5158 37.2553
1968 8 32.6337 51.5088 16.6634 36.9763
1968 9 32.9698 51.5665 16.8424 37.1278
1968 10 33.4062 51.7299 16.9872 37.1712
1968 11 34.1824 52.1644 16.9994 37.7651
1968 12 34.484 51.5327 17.1785 37.9623
1969 1 34.3981 51.9748 17.4184 38.1489
1969 2 34.3745 52.597 17.4114 38.5595
1969 3 34.5682 52.9884 17.5842 38.7406
1969 4 33.6582 52.4657 17.7651 38.8529
1969 5 33.2081 52.2001 17.6462 38.761
1969 6 34.3255 52.3051 17.8238 39.2803
1969 7 34.3311 53.6131 18.0045 39.2987
1969 8 34.6911 53.2336 17.9336 39.7008
1969 9 34.3506 52.8814 18.1112 39.8046
1969 10 34.5362 52.7894 18.1631 39.7968
1969 11 33.1171 53.0797 17.7469 39.5874
1969 12 32.9227 53.312 17.681 39.3552
1970 1 31.1944 53.2038 17.4346 38.4508
1970 2 31.6493 53.6268 17.5085 38.2347
1970 3 31.9499 53.3326 17.5439 38.1449
1970 4 31.9352 53.6421 17.5358 37.8811
1970 5 31.9668 54.0255 17.518 37.7556
1970 6 32.5869 53.7976 17.4117 37.5856
1970 7 32.645 53.9404 17.3664 37.7745
1970 8 31.6508 53.3184 17.3187 38.2315
1970 9 30.808 53.6021 16.9491 37.9678
1970 10 28.9639 53.9264 16.3945 36.9656
1970 11 29.0583 53.3775 16.3034 36.7444
1970 12 32.4399 54.2568 16.5115 37.5759
1971 1 33.7302 54.5325 16.1504 38.1004
1971 2 34.494 53.981 16.2403 37.8747
1971 3 34.534 54.1766 16.0774 37.947
1971 4 34.7574 54.6623 15.9815 38.1979
1971 5 35.2974 54.3714 15.8719 38.6477
1971 6 35.5769 54.7656 15.951 38.8214
1971 7 36.2431 55.5378 15.977 37.8846
1971 8 35.8877 54.8642 16.2205 37.6616
1971 9 35.8276 55.6329 16.5934 38.3823
1971 10 36.477 56.2768 16.7558 38.4971
1971 11 36.8406 56.6769 16.8323 38.562
1971 12 37.0038 57.1167 16.9267 39.3553
1972 1 38.1102 57.6036 17.4763 40.5849
1972 2 38.2637 57.9406 17.7389 40.998
1972 3 38.0065 58.1736 17.9792 41.4235
1972 4 39.1152 58.3865 18.2901 41.8183
1972 5 38.7659 58.2363 18.2438 41.9088
1972 6 38.7885 58.2527 18.322 41.98
1972 7 39.6473 58.3352 18.3357 41.6768
1972 8 39.9756 59.0336 18.6913 42.2988
1972 9 40.387 59.1667 18.8353 42.7227
1972 10 41.3221 59.9048 19.2276 43.1553
1972 11 42.275 59.8134 19.6196 43.7716
1972 12 43.1323 59.9547 19.8694 44.4783
1973 1 42.9747 59.8523 20.2053 44.8684
1973 2 43.7745 60.4647 20.6305 45.5663
1973 3 43.8269 60.6409 20.789 45.4178
1973 4 43.1419 60.211 20.9323 45.4881
1973 5 43.0278 60.8377 21.1639 45.7765
1973 6 42.9258 60.2754 21.3305 45.8584
1973 7 42.9012 60.1471 21.598 46.065
1973 8 41.5944 60.1766 21.6665 46.096
1973 9 42.9991 60.696 22.0602 46.3246
1973 10 42.6628 61.2115 22.3304 46.6675
1973 11 42.6415 61.4847 22.5038 46.9748
1973 12 41.7765 60.4419 22.5853 47.1891
1974 1 39.6576 60.6883 22.5599 46.8254
1974 2 39.544 60.4857 22.4633 46.7385
1974 3 39.553 60.5988 22.6721 46.5663
1974 4 39.3021 60.5063 22.4485 46.5152
1974 5 39.4149 61.2091 22.7782 46.7778
1974 6 39.9591 61.2538 22.8452 46.5907
1974 7 39.8438 61.1338 22.8352 46.7861
1974 8 39.8099 61.0808 22.8288 45.9632
1974 9 39.711 60.4481 23.258 46.0912
1974 10 39.2143 60.837 23.2785 45.8206
1974 11 37.3426 59.5704 22.9396 43.8477
1974 12 34.273 58.9798 21.9499 42.1302
1975 1 32.8557 58.0353 21.5291 41.7974
1975 2 31.8845 57.5618 20.8113 40.7725
1975 3 32.3038 57.5441 20.4665 40.2093
1975 4 33.5207 58.3831 20.2604 39.9316
1975 5 34.4024 58.1893 20.0203 39.6959
1975 6 34.7668 59.1645 19.8309 40.0053
1975 7 36.5396 60.0913 19.9947 40.1693
1975 8 37.0022 60.1962 19.8223 40.8095
1975 9 37.7523 60.897 20.1124 41.3172
1975 10 37.5834 61.1171 20.1515 41.5447
1975 11 37.6221 61.4501 20.145 41.7242
1975 12 38.2914 61.7086 20.4711 42.3447
1976 1 38.978 62.4553 20.7341 43.0162
1976 2 39.4192 62.4255 20.8657 43.6395
1976 3 39.361 62.241 20.9551 43.7913
1976 4 39.3587 62.5067 21.1871 44.0985
1976 5 39.4306 63.2057 21.3519 44.1857
1976 6 39.2446 62.972 21.4058 44.3218
1976 7 39.4302 63.4129 21.5902 44.437
1976 8 40.0318 63.1918 21.9443 44.8891
1976 9 39.7573 63.4231 21.8886 44.9773
1976 10 40.2598 63.7976 21.9936 44.7432
1976 11 41.5377 64.5399 22.7216 45.3204
1976 12 42.5251 64.806 23.0642 45.8026
1977 1 42.3945 64.6553 23.1108 45.4129
1977 2 42.9134 65.4722 23.6015 46.068
1977 3 44.0668 64.7585 23.9715 46.9742
1977 4 44.4199 65.1502 24.3668 47.3595
1977 5 44.6592 65.0892 24.8804 47.7444
1977 6 45.4947 65.2347 25.4309 47.9332
1977 7 45.5281 65.4343 25.5808 47.9305
1977 8 45.5583 65.5408 25.6417 47.8291
1977 9 45.7671 65.5453 25.7875 48.1905
1977 10 45.7596 66.4482 25.7084 48.4265
1977 11 45.7183 66.4321 25.6808 48.469
1977 12 45.9673 67.0776 26.0573 47.9914
1978 1 43.5713 66.2416 25.5394 47.5568
1978 2 44.6636 67.1244 26.1588 47.444
1978 3 46.0266 68.085 26.9395 48.1603
1978 4 46.8908 68.1515 27.4766 49.6338
1978 5 46.1767 67.9637 27.5606 50.0985
1978 6 46.4348 68.407 28.0292 50.3143
1978 7 46.4837 67.8414 28.2826 50.3211
1978 8 46.2554 67.8699 28.8233 50.4563
1978 9 45.9729 68.1844 29.1275 50.5465
1978 10 46.1338 68.0523 29.7168 51.0775
1978 11 46.2739 68.2183 30.2249 51.4759
1978 12 46.4212 68.3699 30.5813 51.7086
1979 1 46.737 67.8751 30.8766 51.0236
1979 2 46.2139 67.6654 31.2455 51.4614
1979 3 46.13 68.0972 31.4589 51.5401
1979 4 43.8462 67.8022 30.8588 51.24
1979 5 45.1256 67.5822 31.6381 51.4978
1979 6 44.5879 67.5016 31.8373 51.5459
1979 7 44.0348 67.0762 32.1348 51.3782
1979 8 42.1432 67.2682 31.7082 51.0822
1979 9 43.6267 66.9133 32.625 50.777
1979 10 43.3848 67.2783 32.1983 51.2791
1979 11 42.7169 67.5013 32.1749 51.17
1979 12 42.461 67.6789 32.3947 51.0931
1980 1 41.6662 67.7192 32.9223 51.4717
1980 2 41.4439 68.275 33.1048 51.3461
1980 3 40.7248 68.1298 32.9052 51.3025
1980 4 38.9767 67.7261 32.5378 50.0796
1980 5 36.5091 67.2746 32.0002 48.6028
1980 6 35.9122 67.2768 31.6284 47.7686
1980 7 35.8566 67.3972 31.6579 47.0303
1980 8 36.1701 67.538 31.6364 47.1437
1980 9 37.8458 67.2551 32.1866 48.0773
1980 10 38.4872 67.4953 32.8254 48.761
1980 11 39.4576 67.3417 33.4043 49.8797
1980 12 38.9332 67.6409 33.4486 50.3749
1981 1 38.7979 67.806 33.5342 49.7746
1981 2 38.6406 67.6682 33.1744 49.6233
1981 3 39.1701 67.2804 33.4657 49.9498
1981 4 39.659 67.2374 33.8204 49.2572
1981 5 40.2783 67.7956 33.8395 49.525
1981 6 39.9452 67.3485 33.6538 50.2124
1981 7 40.1004 67.8687 33.6702 50.5449
1981 8 39.9074 68.0409 33.7341 50.5387
1981 9 38.9562 67.7738 33.672 50.1094
1981 10 38.7949 68.4698 33.606 49.4202
1981 11 38.1436 68.7976 33.1115 48.5662
1981 12 36.529 68.8751 32.6049 47.9126
1982 1 35.5072 68.018 31.3203 47.0977
1982 2 36.8322 69.4902 32.4033 47.6374
1982 3 36.6789 69.0103 31.9358 47.3386
1982 4 37.3815 68.5559 31.5446 46.7329
1982 5 37.4032 68.624 31.3882 46.193
1982 6 37.6633 68.9621 30.7721 46.0406
1982 7 37.8356 69.0565 30.7067 45.7021
1982 8 37.3759 69.2112 30.0212 45.254
1982 9 36.8273 69.5017 29.8112 44.9767
1982 10 36.3178 69.9303 29.2377 44.4701
1982 11 36.2925 69.7369 29.0777 44.2705
1982 12 36.2123 68.5186 29.3837 43.879
1983 1 37.8045 69.4715 29.4607 44.9012
1983 2 37.6999 68.3875 29.3086 44.7575
1983 3 38.2485 68.4501 29.6381 45.1542
1983 4 39.0684 69.7731 29.6607 45.6852
1983 5 39.8606 69.6814 30.0414 46.0517
1983 6 40.543 69.5065 30.2276 46.3638
1983 7 41.4936 70.2372 30.8305 47.1208
1983 8 42.2719 70.6426 31.068 47.7416
1983 9 43.0369 71.3936 31.9235 48.3991
1983 10 43.5989 70.4969 32.321 49.0889
1983 11 43.5821 70.5027 32.5443 49.3342
1983 12 44.5671 70.0086 32.9235 49.5217
1984 1 45.6054 71.3825 33.6739 50.5519
1984 2 45.7619 71.0677 33.9659 50.8676
1984 3 45.8702 71.3944 34.3165 51.0654
1984 4 45.7891 71.7238 34.5832 51.4323
1984 5 45.3717 71.6309 34.7846 51.7822
1984 6 45.4864 71.4129 35.2285 51.9005
1984 7 45.9897 71.1352 35.733 52.0991
1984 8 46.2636 70.427 36.1155 52.0146
1984 9 45.6438 70.5788 36.2776 51.7724
1984 10 45.2517 71.5793 36.4544 51.3123
1984 11 45.9565 71.5011 36.797 51.4903
1984 12 46.4781 71.6808 37.0543 51.3715
1985 1 45.8962 71.3422 36.8957 51.4098
1985 2 45.5149 72.3103 36.6473 51.6043
1985 3 45.9966 71.8898 37.0265 51.5026
1985 4 45.363 71.7093 36.6899 51.4885
1985 5 45.3713 71.7972 36.7703 51.4935
1985 6 45.3016 72.2608 36.8622 51.4058
1985 7 45.3082 71.772 36.5713 51.0393
1985 8 45.8408 71.9686 36.7219 51.1384
1985 9 45.8001 72.6231 36.59 51.4001
1985 10 45.5814 72.5929 36.5148 51.0858
1985 11 46.6553 72.4471 36.8522 51.1708
1985 12 46.7879 73.511 36.7817 51.8602
1986 1 47.9807 73.9198 36.8223 51.9431
1986 2 47.6476 73.1847 36.386 51.7297
1986 3 47.6705 72.8709 36.4214 51.1815
1986 4 47.5669 73.535 36.1526 51.0791
1986 5 47.7077 74.0249 36.0789 51.0672
1986 6 48.2907 73.8217 35.6813 50.7937
1986 7 48.8999 74.1557 35.9276 51.1712
1986 8 49.082 73.9163 35.9951 50.911
1986 9 49.5317 73.7675 35.9817 51.0598
1986 10 49.5254 74.2106 35.9446 51.361
1986 11 50.1874 74.5672 36.036 51.6108
1986 12 51.1109 74.9939 36.4176 52.0001
1987 1 50.8419 74.1016 36.4607 51.9208
1987 2 51.6839 74.9376 37.3375 52.532
1987 3 51.4079 75.3652 37.1933 52.6528
1987 4 51.0927 75.452 37.512 53.1368
1987 5 51.4008 76.0748 37.8471 53.4037
1987 6 50.8639 76.5559 38.22 53.7664
1987 7 50.6821 77.289 38.3282 54.169
1987 8 51.1977 77.7094 38.8072 54.5446
1987 9 51.6848 76.9085 39.4364 54.7618
1987 10 53.3682 77.8699 40.3303 55.5493
1987 11 53.3125 78.0002 40.6753 56.0512
1987 12 52.89 78.3962 41.0962 56.3262
1988 1 52.7267 79.0315 41.1805 56.1383
1988 2 52.7139 79.5456 41.4142 56.3294
1988 3 53.1627 79.2064 41.8169 56.5498
1988 4 54.3566 79.2338 42.2934 56.8814
1988 5 54.3772 78.8034 42.5274 56.925
1988 6 54.5927 78.6861 42.9146 57.1235
1988 7 53.3074 79.3337 42.6013 57.2885
1988 8 53.8724 79.8871 42.734 57.4983
1988 9 54.8857 78.5189 43.082 57.2403
1988 10 55.3622 79.165 43.4319 57.4358
1988 11 55.9893 78.9087 43.5383 57.5925
1988 12 56.6206 79.0906 43.6253 57.8848
1989 1 57.964 78.4051 44.0812 58.0165
1989 2 57.2557 78.8419 43.9149 57.5842
1989 3 56.4095 79.5676 43.7188 57.8215
1989 4 56.7765 79.1031 44.4047 57.7516
1989 5 55.5151 78.6609 43.7351 57.5572
1989 6 54.8782 79.1022 44.3805 57.3319
1989 7 53.0813 77.7066 43.8525 57.066
1989 8 55.0902 78.389 44.479 57.3494
1989 9 54.9985 77.9952 44.3868 57.172
1989 10 53.9901 78.8753 43.662 57.301
1989 11 54.4096 79.0622 43.938 57.428
1989 12 54.9572 80.6492 44.5636 57.2942
1990 1 52.106 79.8007 44.2516 57.1749
1990 2 55.2407 79.3524 45.0083 57.7351
1990 3 56.2308 79.6032 45.6593 57.8863
1990 4 55.0079 79.8581 45.5574 57.9412
1990 5 55.466 79.5299 46.0049 58.0654
1990 6 56.2195 80.2623 46.045 58.1611
1990 7 54.922 80.22 46.2863 58.1489
1990 8 54.6494 80.5156 46.4116 58.457
1990 9 54.9277 81.4275 46.455 58.3941
1990 10 53.0858 80.6697 46.1653 58.1119
1990 11 50.4292 80.9124 45.0738 57.3949
1990 12 49.5288 80.6186 44.7086 56.9371
1991 1 49.66 81.07 44.4836 56.5699
1991 2 48.4857 80.6718 44.2508 56.3106
1991 3 48.7646 80.651 44.2738 55.853
1991 4 49.8398 80.0324 44.1529 56.0884
1991 5 50.8026 81.4799 44.5062 56.5797
1991 6 52.1373 82.3437 45.1335 56.9621
1991 7 52.9177 81.2797 45.0521 57.3621
1991 8 52.1395 81.7232 45.0462 57.3894
1991 9 54.2267 82.2448 45.6942 57.7156
1991 10 53.925 81.9998 45.2232 57.8058
1991 11 53.971 82.0561 45.2288 57.575
1991 12 53.5413 80.9194 45.3518 57.5923
1992 1 51.2063 81.0161 44.4196 57.5156
1992 2 53.3206 80.9888 45.5054 57.7984
1992 3 54.4667 81.4691 45.8316 58.2867
1992 4 55.5352 81.9578 46.3361 58.6685
1992 5 57.2605 81.7852 46.7876 58.6994
1992 6 56.5322 81.4841 46.9116 58.976
1992 7 58.0063 82.1929 47.2592 59.3925
1992 8 57.6147 82.5045 47.0673 58.7687
1992 9 57.3028 82.0641 47.2481 59.1641
1992 10 58.4762 83.0236 47.5458 59.4704
1992 11 58.9093 83.0283 47.8237 59.8011
1992 12 59.5372 82.77 47.9873 59.6782
1993 1 60.444 82.8623 48.4251 59.9807
1993 2 60.1974 83.0975 48.2479 60.375
1993 3 60.5346 83.0213 48.4331 60.2276
1993 4 60.8187 83.0217 48.7577 60.4817
1993 5 60.9405 82.14 48.8337 60.2854
1993 6 60.4717 82.6534 48.4822 60.6262
1993 7 60.4218 83.6705 48.4779 60.5981
1993 8 59.8543 83.8706 48.1747 60.6992
1993 9 61.0029 83.6061 48.984 60.913
1993 10 62.4727 83.4115 49.871 61.4261
1993 11 62.9872 83.2576 50.1707 61.8163
1993 12 63.2651 83.3564 50.4935 62.2201
1994 1 64.2428 83.7845 50.8727 62.3052
1994 2 64.1414 84.0001 50.4045 62.5501
1994 3 64.7421 84.6545 50.9711 63.255
