mon day year Open High Low Close Volume Adjclose
4 29 2004 1122.41 1128.8 1108.04 1113.89 1.859e+09 1113.89
4 30 2004 1113.89 1119.26 1107.23 1107.3 1634700000 1107.3
5 3 2004 1107.3 1118.72 1107.3 1117.49 1571600000 1117.49
5 4 2004 1117.49 1127.74 1112.89 1119.55 1662100000 1119.55
5 5 2004 1119.55 1125.07 1117.9 1121.53 1.469e+09 1121.53
5 6 2004 1121.53 1121.53 1106.3 1113.99 1509300000 1113.99
5 7 2004 1113.99 1117.3 1098.63 1098.7 1653600000 1098.7
5 10 2004 1098.7 1098.7 1079.63 1087.12 1918400000 1087.12
5 11 2004 1087.12 1095.69 1087.12 1095.45 1533800000 1095.45
5 12 2004 1095.45 1097.55 1076.32 1097.28 1697600000 1097.28
5 13 2004 1097.28 1102.77 1091.76 1096.44 1411100000 1096.44
5 14 2004 1096.44 1102.1 1088.24 1095.7 1335900000 1095.7
5 17 2004 1095.7 1095.7 1079.36 1084.1 1430100000 1084.1
5 18 2004 1084.1 1094.1 1084.1 1091.49 1.353e+09 1091.49
5 19 2004 1091.49 1105.93 1088.49 1088.68 1548600000 1088.68
5 20 2004 1088.68 1092.62 1085.43 1089.19 1.211e+09 1089.19
5 21 2004 1089.19 1099.64 1089.19 1093.56 1258600000 1093.56
5 24 2004 1093.56 1101.28 1091.77 1095.41 1227500000 1095.41
5 25 2004 1095.41 1113.8 1090.74 1113.05 1545700000 1113.05
5 26 2004 1113.05 1116.71 1109.91 1114.94 1369400000 1114.94
5 27 2004 1114.94 1123.95 1114.86 1121.28 1447500000 1121.28
5 28 2004 1121.28 1122.69 1118.1 1120.68 1172600000 1120.68
6 1 2004 1120.68 1122.7 1113.32 1121.2 1.238e+09 1121.2
6 2 2004 1121.2 1128.1 1118.64 1124.99 1251700000 1124.99
6 3 2004 1124.99 1125.31 1116.57 1116.64 1232400000 1116.64
6 4 2004 1116.64 1129.17 1116.64 1122.5 1115300000 1122.5
6 7 2004 1122.5 1140.54 1122.5 1140.42 1211800000 1140.42
6 8 2004 1140.42 1142.18 1135.45 1142.18 1190300000 1142.18
6 9 2004 1142.18 1142.18 1131.17 1131.33 1276800000 1131.33
6 10 2004 1131.33 1136.47 1131.33 1136.47 1160600000 1136.47
6 14 2004 1136.47 1136.47 1122.16 1125.29 1179400000 1125.29
6 15 2004 1125.29 1137.36 1125.29 1132.01 1345900000 1132.01
6 16 2004 1132.01 1135.28 1130.55 1133.56 1168400000 1133.56
6 17 2004 1133.56 1133.56 1126.89 1132.05 1296700000 1132.05
6 18 2004 1132.05 1138.96 1129.83 1135.02 1500600000 1135.02
6 21 2004 1135.02 1138.05 1129.64 1130.3 1123900000 1130.3
6 22 2004 1130.3 1135.05 1124.37 1134.41 1382300000 1134.41
6 23 2004 1134.41 1145.15 1131.73 1144.06 1444200000 1144.06
6 24 2004 1144.06 1146.34 1139.94 1140.65 1394900000 1140.65
6 25 2004 1140.65 1145.97 1134.24 1134.43 1812900000 1134.43
6 28 2004 1134.43 1142.6 1131.72 1133.35 1354600000 1133.35
6 29 2004 1133.35 1138.26 1131.81 1136.2 1.375e+09 1136.2
6 30 2004 1136.2 1144.2 1133.62 1140.84 1473800000 1140.84
7 1 2004 1140.84 1140.84 1123.06 1128.94 1495700000 1128.94
7 2 2004 1128.94 1129.15 1123.26 1125.38 1.085e+09 1125.38
7 6 2004 1125.38 1125.38 1113.21 1116.21 1283300000 1116.21
7 7 2004 1116.21 1122.37 1114.92 1118.33 1328600000 1118.33
7 8 2004 1118.33 1119.12 1108.72 1109.11 1401100000 1109.11
7 9 2004 1109.11 1115.57 1109.11 1112.81 1186300000 1112.81
7 12 2004 1112.81 1116.11 1106.71 1114.35 1114600000 1114.35
7 13 2004 1114.35 1116.3 1112.99 1115.14 1199700000 1115.14
7 14 2004 1115.14 1119.6 1107.83 1111.47 1.462e+09 1111.47
7 15 2004 1111.47 1114.63 1106.67 1106.69 1408700000 1106.69
7 16 2004 1106.69 1112.17 1101.07 1101.39 1450300000 1101.39
7 19 2004 1101.39 1105.52 1096.55 1100.9 1319900000 1100.9
7 20 2004 1100.9 1108.88 1099.1 1108.67 1445800000 1108.67
7 21 2004 1108.67 1116.27 1093.88 1093.88 1679500000 1093.88
7 22 2004 1093.88 1099.66 1084.16 1096.84 1680800000 1096.84
7 23 2004 1096.84 1096.84 1083.56 1086.2 1337500000 1086.2
7 26 2004 1086.2 1089.82 1078.78 1084.07 1413400000 1084.07
7 27 2004 1084.07 1096.65 1084.07 1094.83 1610800000 1094.83
7 28 2004 1094.83 1098.84 1082.17 1095.42 1554300000 1095.42
7 29 2004 1095.42 1103.51 1095.42 1100.43 1530100000 1100.43
7 30 2004 1100.43 1103.73 1096.96 1101.72 1298200000 1101.72
8 2 2004 1101.72 1108.6 1097.34 1106.62 1.276e+09 1106.62
8 3 2004 1106.62 1106.62 1099.26 1099.69 1338300000 1099.69
8 4 2004 1099.69 1102.45 1092.4 1098.63 1369200000 1098.63
8 5 2004 1098.63 1098.79 1079.98 1080.7 1397400000 1080.7
8 6 2004 1080.7 1080.7 1062.23 1063.97 1.521e+09 1063.97
8 9 2004 1063.97 1069.46 1063.97 1065.22 1.086e+09 1065.22
8 10 2004 1065.22 1079.04 1065.22 1079.04 1245600000 1079.04
8 11 2004 1079.04 1079.04 1065.92 1075.79 1410400000 1075.79
8 12 2004 1075.79 1075.79 1062.82 1063.23 1405100000 1063.23
8 13 2004 1063.23 1067.58 1060.72 1064.8 1175100000 1064.8
8 16 2004 1064.8 1080.66 1064.8 1079.34 1206200000 1079.34
8 17 2004 1079.34 1086.78 1079.34 1081.71 1267800000 1081.71
8 18 2004 1081.71 1095.17 1078.93 1095.17 1282500000 1095.17
8 19 2004 1095.17 1095.17 1086.28 1091.23 1249400000 1091.23
8 20 2004 1091.23 1100.26 1089.57 1098.35 1199900000 1098.35
8 23 2004 1098.35 1101.4 1094.73 1095.68 1021900000 1095.68
8 24 2004 1095.68 1100.94 1092.82 1096.19 1092500000 1096.19
8 25 2004 1096.19 1106.29 1093.24 1104.96 1192200000 1104.96
8 26 2004 1104.96 1106.78 1102.46 1105.09 1023600000 1105.09
8 27 2004 1105.09 1109.68 1104.62 1107.77 845400000 1107.77
8 30 2004 1107.77 1107.77 1099.15 1099.15 843100000 1099.15
8 31 2004 1099.15 1104.24 1094.72 1104.24 1138200000 1104.24
9 1 2004 1104.24 1109.24 1099.18 1105.91 1142100000 1105.91
9 2 2004 1105.91 1119.11 1105.6 1118.31 1118400000 1118.31
9 3 2004 1118.31 1120.8 1113.57 1113.63 924170000 1113.63
9 7 2004 1113.63 1124.08 1113.63 1121.3 1214400000 1121.3
9 8 2004 1121.3 1123.05 1116.27 1116.27 1246300000 1116.27
9 9 2004 1116.27 1121.3 1113.62 1118.38 1371300000 1118.38
9 10 2004 1118.38 1125.26 1114.39 1123.92 1261200000 1123.92
9 13 2004 1123.92 1129.78 1123.35 1125.82 1299800000 1125.82
9 14 2004 1125.82 1129.46 1124.72 1128.33 1204500000 1128.33
9 15 2004 1128.33 1128.33 1119.82 1120.37 1.256e+09 1120.37
9 16 2004 1120.37 1126.06 1120.37 1123.5 1113900000 1123.5
9 17 2004 1123.5 1130.14 1123.5 1128.55 1422600000 1128.55
9 20 2004 1128.55 1128.55 1120.34 1122.2 1197600000 1122.2
9 21 2004 1122.2 1131.54 1122.2 1129.3 1.325e+09 1129.3
9 22 2004 1129.3 1129.3 1112.67 1113.56 1379900000 1113.56
9 23 2004 1113.56 1113.61 1108.05 1108.36 1286300000 1108.36
9 24 2004 1108.36 1113.81 1108.36 1110.11 1255400000 1110.11
9 27 2004 1110.11 1110.11 1103.24 1103.52 1263500000 1103.52
9 28 2004 1103.52 1111.77 1101.29 1110.06 1396600000 1110.06
9 29 2004 1110.06 1114.8 1107.42 1114.8 1402900000 1114.8
9 30 2004 1114.8 1116.31 1109.68 1114.58 1.748e+09 1114.58
10 1 2004 1114.58 1131.64 1114.58 1131.5 1582200000 1131.5
10 4 2004 1131.5 1140.13 1131.5 1135.17 1.534e+09 1135.17
10 5 2004 1135.17 1137.87 1132.03 1134.48 1418400000 1134.48
10 6 2004 1134.48 1142.05 1132.94 1142.05 1416700000 1142.05
10 7 2004 1142.05 1142.05 1130.5 1130.65 1447500000 1130.65
10 8 2004 1130.65 1132.92 1120.19 1122.14 1291600000 1122.14
10 11 2004 1122.14 1126.2 1122.14 1124.39 943800000 1124.39
10 12 2004 1124.39 1124.39 1115.77 1121.84 1320100000 1121.84
10 13 2004 1121.84 1127.01 1109.63 1113.65 1546200000 1113.65
10 14 2004 1113.65 1114.96 1102.06 1103.29 1489500000 1103.29
10 15 2004 1103.29 1113.17 1102.14 1108.2 1645100000 1108.2
10 18 2004 1108.2 1114.46 1103.33 1114.02 1373300000 1114.02
10 19 2004 1114.02 1117.96 1103.15 1103.23 1737500000 1103.23
10 20 2004 1103.23 1104.09 1094.25 1103.66 1685700000 1103.66
10 21 2004 1103.66 1108.87 1098.47 1106.49 1.673e+09 1106.49
10 22 2004 1106.49 1108.14 1095.47 1095.74 1469600000 1095.74
10 25 2004 1095.74 1096.81 1090.29 1094.8 1380500000 1094.8
10 26 2004 1094.81 1111.1 1094.81 1111.09 1685400000 1111.09
10 27 2004 1111.09 1126.29 1107.43 1125.4 1741900000 1125.4
10 28 2004 1125.34 1130.67 1120.6 1127.44 1628200000 1127.44
10 29 2004 1127.44 1131.4 1124.62 1130.2 1500800000 1130.2
11 1 2004 1130.2 1133.41 1127.6 1130.51 1395900000 1130.51
11 2 2004 1130.51 1140.48 1128.12 1130.56 1.659e+09 1130.56
11 3 2004 1130.54 1147.57 1130.54 1143.2 1767500000 1143.2
11 4 2004 1143.2 1161.67 1142.34 1161.67 1782700000 1161.67
11 5 2004 1161.67 1170.87 1160.66 1166.17 1724400000 1166.17
11 8 2004 1166.17 1166.77 1162.32 1164.89 1358700000 1164.89
11 9 2004 1164.89 1168.96 1162.48 1164.08 1450800000 1164.08
11 10 2004 1164.08 1169.25 1162.51 1162.91 1504300000 1162.91
11 11 2004 1162.91 1174.8 1162.91 1173.48 1.393e+09 1173.48
11 12 2004 1173.48 1184.17 1171.43 1184.17 1531600000 1184.17
11 15 2004 1184.17 1184.48 1179.85 1183.81 1453300000 1183.81
11 16 2004 1183.81 1183.81 1175.32 1175.43 1364400000 1175.43
11 17 2004 1175.43 1188.46 1175.43 1181.94 1684200000 1181.94
11 18 2004 1181.94 1184.9 1180.15 1183.55 1456700000 1183.55
11 19 2004 1183.55 1184 1169.19 1170.34 1526600000 1170.34
11 22 2004 1170.34 1178.18 1167.89 1177.24 1392700000 1177.24
11 23 2004 1177.24 1179.52 1171.41 1176.94 1428300000 1176.94
11 24 2004 1176.94 1182.46 1176.94 1181.76 1149600000 1181.76
11 26 2004 1181.76 1186.62 1181.08 1182.65 504580000 1182.65
11 29 2004 1182.65 1186.94 1172.37 1178.57 1378500000 1178.57
11 30 2004 1178.57 1178.66 1173.81 1173.82 1553500000 1173.82
12 1 2004 1173.78 1191.37 1173.78 1191.37 1772800000 1191.37
12 2 2004 1191.37 1194.8 1186.72 1190.33 1774900000 1190.33
12 3 2004 1190.33 1197.46 1187.71 1191.17 1566700000 1191.17
12 6 2004 1191.17 1192.41 1185.18 1190.25 1354400000 1190.25
12 7 2004 1190.25 1192.17 1177.07 1177.07 1533900000 1177.07
12 8 2004 1177.07 1184.05 1177.07 1182.81 1525200000 1182.81
12 9 2004 1182.81 1190.51 1173.79 1189.24 1624700000 1189.24
12 10 2004 1189.24 1191.45 1185.24 1188 1443700000 1188
12 13 2004 1188 1198.74 1188 1198.68 1436100000 1198.68
12 14 2004 1198.68 1205.29 1197.84 1203.38 1544400000 1203.38
12 15 2004 1203.38 1206.61 1199.44 1205.72 1695800000 1205.72
12 16 2004 1205.72 1207.97 1198.41 1203.21 1793900000 1203.21
12 17 2004 1203.21 1203.21 1193.49 1194.2 2.335e+09 1194.2
12 20 2004 1194.2 1203.43 1193.36 1194.65 1422800000 1194.65
12 21 2004 1194.65 1205.93 1194.65 1205.45 1483700000 1205.45
12 22 2004 1205.45 1211.42 1203.85 1209.57 1390800000 1209.57
12 23 2004 1209.57 1213.66 1208.71 1210.13 956100000 1210.13
12 27 2004 1210.13 1214.13 1204.92 1204.92 9.22e+08 1204.92
12 28 2004 1204.92 1213.54 1204.92 1213.54 9.83e+08 1213.54
12 29 2004 1213.54 1213.85 1210.95 1213.45 925900000 1213.45
12 30 2004 1213.45 1216.47 1213.41 1213.55 829800000 1213.55
12 31 2004 1213.55 1217.33 1211.65 1211.92 786900000 1211.92
1 3 2005 1211.92 1217.8 1200.32 1202.08 1510800000 1202.08
1 4 2005 1202.08 1205.84 1185.39 1188.05 1.721e+09 1188.05
1 5 2005 1188.05 1192.73 1183.72 1183.74 1738900000 1183.74
1 6 2005 1183.74 1191.63 1183.27 1187.89 1569100000 1187.89
1 7 2005 1187.89 1192.2 1182.16 1186.19 1477900000 1186.19
1 10 2005 1186.19 1194.78 1184.8 1190.25 1490400000 1190.25
1 11 2005 1190.25 1190.25 1180.43 1182.99 1488800000 1182.99
1 12 2005 1182.99 1187.92 1175.64 1187.7 1562100000 1187.7
1 13 2005 1187.7 1187.7 1175.81 1177.45 1510300000 1177.45
1 14 2005 1177.45 1185.21 1177.45 1184.52 1335400000 1184.52
1 18 2005 1184.52 1195.98 1180.1 1195.98 1596800000 1195.98
1 19 2005 1195.98 1195.98 1184.41 1184.63 1498700000 1184.63
1 20 2005 1184.63 1184.63 1173.42 1175.41 1.692e+09 1175.41
1 21 2005 1175.41 1179.45 1167.82 1167.87 1643500000 1167.87
1 24 2005 1167.87 1173.03 1163.75 1163.75 1494600000 1163.75
1 25 2005 1163.75 1174.3 1163.75 1168.41 1610400000 1168.41
1 26 2005 1168.41 1175.96 1168.41 1174.07 1635900000 1174.07
1 27 2005 1174.07 1177.5 1170.15 1174.55 1600600000 1174.55
1 28 2005 1174.55 1175.61 1166.25 1171.36 1641800000 1171.36
1 31 2005 1171.36 1182.07 1171.36 1181.27 1679800000 1181.27
2 1 2005 1181.27 1190.39 1180.95 1189.41 1681980000 1189.41
2 2 2005 1189.41 1195.25 1188.92 1193.19 1561740000 1193.19
2 3 2005 1193.19 1193.19 1185.64 1189.89 1554460000 1189.89
2 4 2005 1189.89 1203.47 1189.67 1203.03 1648160000 1203.03
2 7 2005 1203.03 1204.15 1199.27 1201.72 1347270000 1201.72
2 8 2005 1201.72 1205.11 1200.16 1202.3 1416170000 1202.3
2 9 2005 1202.3 1203.83 1191.54 1191.99 1511040000 1191.99
2 10 2005 1191.99 1198.75 1191.54 1197.01 1491670000 1197.01
2 11 2005 1197.01 1208.38 1193.28 1205.3 1562300000 1205.3
2 14 2005 1205.3 1206.93 1203.59 1206.14 1290180000 1206.14
2 15 2005 1206.14 1212.44 1205.52 1210.12 1527080000 1210.12
2 16 2005 1210.12 1212.44 1205.06 1210.34 1490100000 1210.34
2 17 2005 1210.34 1211.33 1200.74 1200.75 1580120000 1200.75
2 18 2005 1200.75 1202.92 1197.35 1201.59 1551200000 1201.59
2 22 2005 1201.59 1202.48 1184.16 1184.16 1744940000 1184.16
2 23 2005 1184.16 1193.52 1184.16 1190.8 1501090000 1190.8
2 24 2005 1190.8 1200.42 1187.8 1200.2 1518750000 1200.2
2 25 2005 1200.2 1212.15 1199.61 1211.37 1523680000 1211.37
2 28 2005 1211.37 1211.37 1198.13 1203.6 1795480000 1203.6
3 1 2005 1203.6 1212.25 1203.6 1210.41 1708060000 1210.41
3 2 2005 1210.41 1215.79 1204.22 1210.08 1568540000 1210.08
3 3 2005 1210.08 1215.72 1204.45 1210.47 1616240000 1210.47
3 4 2005 1210.47 1224.76 1210.47 1222.12 1636820000 1222.12
3 7 2005 1222.12 1229.11 1222.12 1225.31 1488830000 1225.31
3 8 2005 1225.31 1225.69 1218.57 1219.43 1523090000 1219.43
3 9 2005 1219.43 1219.43 1206.66 1207.01 1704970000 1207.01
3 10 2005 1207.01 1211.23 1201.41 1209.25 1604020000 1209.25
3 11 2005 1209.25 1213.04 1198.15 1200.08 1449820000 1200.08
3 14 2005 1200.08 1206.83 1199.51 1206.83 1437430000 1206.83
3 15 2005 1206.83 1210.54 1197.75 1197.75 1513530000 1197.75
3 16 2005 1197.75 1197.75 1185.61 1188.07 1653190000 1188.07
3 17 2005 1188.07 1193.28 1186.34 1190.21 1581930000 1190.21
3 18 2005 1190.21 1191.98 1182.78 1189.65 2344370000 1189.65
3 21 2005 1189.65 1189.65 1178.82 1183.78 1819440000 1183.78
3 22 2005 1183.78 1189.59 1171.63 1171.71 2114470000 1171.71
3 23 2005 1171.71 1176.26 1168.7 1172.53 2246870000 1172.53
3 24 2005 1172.53 1180.11 1171.42 1171.42 1721720000 1171.42
3 28 2005 1171.42 1179.91 1171.42 1174.28 1746220000 1174.28
3 29 2005 1174.28 1179.39 1163.69 1165.36 2223250000 1165.36
3 30 2005 1165.36 1181.54 1165.36 1181.41 2097110000 1181.41
3 31 2005 1181.41 1184.53 1179.49 1180.59 2214230000 1180.59
4 1 2005 1180.59 1189.8 1169.91 1172.92 2168690000 1172.92
4 4 2005 1172.79 1178.61 1167.72 1176.12 2079770000 1176.12
4 5 2005 1176.12 1183.56 1176.12 1181.39 1870800000 1181.39
4 6 2005 1181.39 1189.34 1181.39 1184.07 1797400000 1184.07
4 7 2005 1184.07 1191.88 1183.81 1191.14 1900620000 1191.14
4 8 2005 1191.14 1191.75 1181.13 1181.2 1661330000 1181.2
4 11 2005 1181.2 1184.07 1178.69 1181.21 1525310000 1181.21
4 12 2005 1181.21 1190.17 1170.85 1187.76 1979830000 1187.76
4 13 2005 1187.76 1187.76 1171.4 1173.79 2049740000 1173.79
4 14 2005 1173.79 1174.67 1161.7 1162.05 2355040000 1162.05
4 15 2005 1162.05 1162.05 1141.92 1142.62 2689960000 1142.62
4 18 2005 1142.62 1148.92 1139.8 1145.98 2180670000 1145.98
4 19 2005 1145.98 1154.67 1145.98 1152.78 2142700000 1152.78
4 20 2005 1152.78 1155.5 1136.15 1137.5 2217050000 1137.5
4 21 2005 1137.5 1159.95 1137.5 1159.95 2308560000 1159.95
4 22 2005 1159.95 1159.95 1142.95 1152.12 2045880000 1152.12
4 25 2005 1152.12 1164.05 1152.12 1162.1 1795030000 1162.1
4 26 2005 1162.1 1164.8 1151.83 1151.83 1959740000 1151.83
4 27 2005 1151.74 1159.87 1144.42 1156.38 2151520000 1156.38
4 28 2005 1156.38 1156.38 1143.22 1143.22 2182270000 1143.22
4 29 2005 1143.22 1156.97 1139.19 1156.85 2362360000 1156.85
5 2 2005 1156.85 1162.87 1154.71 1162.16 1980040000 1162.16
5 3 2005 1162.16 1166.89 1156.71 1161.17 2167020000 1161.17
5 4 2005 1161.17 1176.01 1161.17 1175.65 2306480000 1175.65
5 5 2005 1175.65 1178.62 1166.77 1172.63 1997100000 1172.63
5 6 2005 1172.63 1177.75 1170.5 1171.35 1707200000 1171.35
5 9 2005 1171.35 1178.87 1169.38 1178.84 1857020000 1178.84
5 10 2005 1178.84 1178.84 1162.98 1166.22 1889660000 1166.22
5 11 2005 1166.22 1171.77 1157.71 1171.11 1834970000 1171.11
5 12 2005 1171.11 1173.37 1157.76 1159.36 1995290000 1159.36
5 13 2005 1159.36 1163.75 1146.18 1154.05 2188590000 1154.05
5 16 2005 1154.05 1165.75 1153.64 1165.69 1856860000 1165.69
5 17 2005 1165.69 1174.35 1159.86 1173.8 1887260000 1173.8
5 18 2005 1173.8 1187.9 1173.8 1185.56 2266320000 1185.56
5 19 2005 1185.56 1191.09 1184.49 1191.08 1775860000 1191.08
5 20 2005 1191.08 1191.22 1185.19 1189.28 1631750000 1189.28
5 23 2005 1189.28 1197.44 1188.76 1193.86 1681170000 1193.86
5 24 2005 1193.86 1195.29 1189.87 1194.07 1.681e+09 1194.07
5 25 2005 1194.07 1194.07 1185.96 1190.01 1742180000 1190.01
5 26 2005 1190.01 1198.95 1190.01 1197.62 1654110000 1197.62
5 27 2005 1197.62 1199.56 1195.28 1198.78 1381430000 1198.78
5 31 2005 1198.78 1198.78 1191.5 1191.5 1840680000 1191.5
6 1 2005 1191.5 1205.64 1191.03 1202.22 1810100000 1202.22
6 2 2005 1202.27 1204.67 1198.42 1204.29 1813790000 1204.29
6 3 2005 1204.29 1205.09 1194.55 1196.02 1627520000 1196.02
6 6 2005 1196.02 1198.78 1192.75 1197.51 1547120000 1197.51
6 7 2005 1197.51 1208.85 1197.26 1197.26 1851370000 1197.26
6 8 2005 1197.26 1201.97 1193.33 1194.67 1715490000 1194.67
6 9 2005 1194.67 1201.86 1191.09 1200.93 1824120000 1200.93
6 10 2005 1200.93 1202.79 1192.64 1198.11 1664180000 1198.11
6 13 2005 1198.11 1206.03 1194.51 1200.82 1661350000 1200.82
6 14 2005 1200.82 1207.53 1200.18 1203.91 1698150000 1203.91
6 15 2005 1203.91 1208.08 1198.66 1206.58 1840440000 1206.58
6 16 2005 1206.55 1212.1 1205.47 1210.96 1776040000 1210.96
6 17 2005 1210.93 1219.55 1210.93 1216.96 2407370000 1216.96
6 20 2005 1216.96 1219.1 1210.65 1216.1 1714530000 1216.1
6 21 2005 1216.1 1217.13 1211.86 1213.61 1720700000 1213.61
6 22 2005 1213.61 1219.59 1211.69 1213.88 1823250000 1213.88
6 23 2005 1213.88 1216.45 1200.72 1200.73 2029920000 1200.73
6 24 2005 1200.73 1200.9 1191.45 1191.57 2418800000 1191.57
6 27 2005 1191.57 1194.33 1188.3 1190.69 1738620000 1190.69
6 28 2005 1190.69 1202.54 1190.69 1201.57 1772410000 1201.57
6 29 2005 1201.57 1204.07 1198.7 1199.85 1769280000 1199.85
6 30 2005 1199.85 1203.27 1190.51 1191.33 2109490000 1191.33
